,,,CoderPCA,5,5,5,5,5,5,5,5,,77.67,74.69,72.55,71.08,69.01,67.32,65.34,62.13
,,,CoderAPCA,5,10,25,25,25,25,25,25,,83.11,77.1,70.41,65.57,57.61,51.48,45.87,37.17
,,,CoderPWLH,25,25,25,25,25,25,25,25,,219.41,202.95,189.38,180.72,165.77,153.78,142.69,123.33
,,,CoderPWLHint,25,25,25,25,25,25,25,25,,79.53,77.4,75.52,73.89,70.39,67.14,64.45,59.62
,,,CoderGAMPS,5,10,25,25,25,25,25,25,,89.16,84.91,79.75,74.86,68.09,63.32,59.47,52.84
,,DHI
,,,CoderPCA,5,5,5,5,5,5,5,5,,80.35,78.92,76.14,75.35,73.67,72.39,70.68,67.37
,,,CoderAPCA,5,5,5,10,25,25,25,25,,86.4,82.56,76.57,72.91,64.73,58.0,51.76,41.6
,,,CoderPWLH,25,25,25,25,25,25,25,25,,231.81,218.57,200.06,190.35,171.33,156.71,144.35,124.86
,,,CoderPWLHint,10,10,10,25,25,25,25,25,,83.16,83.16,78.76,76.02,70.29,65.94,62.22,56.64
,,,CoderGAMPS,5,5,10,25,25,25,25,25,,88.68,88.38,80.44,75.89,67.76,64.0,60.34,53.35
,solar-anywhere-2011.csv
,,GHI
,,,CoderPCA,5,5,5,5,5,5,5,5,,80.72,76.47,74.93,73.81,71.1,69.21,67.1,63.33
,,,CoderAPCA,5,5,25,25,25,25,25,25,,87.22,80.26,76.46,71.9,62.17,55.89,49.96,39.67
,,,CoderPWLH,25,25,25,25,25,25,25,25,,233.72,207.91,192.22,179.66,156.7,141.01,129.27,112.1
,,,CoderPWLHint,10,10,10,25,25,25,25,25,,83.57,81.42,78.89,76.45,69.91,65.56,62.44,57.63
,,,CoderGAMPS,5,25,25,25,25,25,25,25,,88.32,80.01,70.1,66.23,57.91,52.52,48.79,42.76
,,DNI
,,,CoderPCA,5,5,5,5,5,5,5,5,,77.5,74.63,72.33,70.94,68.9,67.38,65.5,62.24
,,,CoderAPCA,5,10,25,25,25,25,25,25,,82.52,76.72,69.97,65.09,57.03,51.42,45.72,37.11
,,,CoderPWLH,25,25,25,25,25,25,25,25,,218.29,201.95,188.47,179.14,164.26,153.35,142.24,122.38
,,,CoderPWLHint,25,25,25,25,25,25,25,25,,79.13,76.81,75.04,73.44,69.72,66.56,63.91,59.49
,,,CoderGAMPS,10,10,25,25,25,25,25,25,,88.23,83.74,76.59,73.16,65.49,60.51,57.16,50.92
,,DHI
,,,CoderPCA,5,5,5,5,5,5,5,5,,80.72,79.13,76.39,75.64,73.98,72.58,70.89,67.46
,,,CoderAPCA,5,5,10,10,25,25,25,25,,86.53,82.29,75.86,72.2,64.19,57.2,51.35,41.59
,,,CoderPWLH,25,25,25,25,25,25,25,25,,232.95,218.79,200.52,191.15,173.07,158.27,146.56,126.15
,,,CoderPWLHint,10,10,10,10,25,25,25,25,,83.3,83.3,78.52,75.73,70.69,66.39,63.2,57.34
,,,CoderGAMPS,5,5,25,25,25,25,25,25,,88.34,88.01,79.2,74.31,68.3,62.13,58.87,53.29
,solar-anywhere-2012.csv
,,GHI
,,,CoderPCA,5,5,5,5,5,5,5,5,,80.6,76.34,74.78,73.67,71.26,69.63,67.82,64.08
,,,CoderAPCA,5,5,25,25,25,25,25,25,,87.14,80.24,76.82,72.39,62.94,56.33,50.53,40.17
,,,CoderPWLH,25,25,25,25,25,25,25,25,,233.44,208.01,193.11,179.93,156.55,141.27,129.95,112.41
,,,CoderPWLHint,10,10,25,25,25,25,25,25,,83.53,81.57,78.97,76.41,69.66,65.38,62.39,57.6
,,,CoderGAMPS,5,10,25,25,25,25,25,25,,88.09,79.91,70.2,66.46,57.86,52.57,47.88,41.63
,,DNI
,,,CoderPCA,5,5,5,5,5,5,5,5,,77.56,74.46,72.19,70.71,68.69,66.94,65.14,61.75
,,,CoderAPCA,5,10,25,25,25,25,25,25,,82.96,76.56,69.65,64.83,56.86,51.02,45.54,37.0
,,,CoderPWLH,25,25,25,25,25,25,25,25,,219.47,202.1,188.05,178.42,162.66,151.84,140.85,121.49
,,,CoderPWLHint,25,25,25,25,25,25,25,25,,79.56,77.06,75.14,73.26,69.2,66.27,63.61,59.03
,,,CoderGAMPS,5,10,25,25,25,25,25,25,,88.62,83.6,76.01,72.5,64.9,60.39,56.15,50.29
,,DHI
,,,CoderPCA,5,5,5,5,5,5,5,5,,80.6,79.01,76.31,75.41,73.69,72.24,70.22,66.9
,,,CoderAPCA,5,5,10,10,25,25,25,25,,86.51,82.4,76.07,72.28,64.65,57.6,50.99,41.34
,,,CoderPWLH,25,25,25,25,25,25,25,25,,232.64,218.38,200.01,189.9,172.28,157.18,144.07,124.9
,,,CoderPWLHint,10,10,10,10,25,25,25,25,,83.29,83.29,78.64,75.9,70.75,66.45,62.88,57.29
,,,CoderGAMPS,5,5,10,25,25,25,25,25,,88.28,87.97,79.33,74.43,68.42,62.35,58.97,52.4
ElNino
,el-nino.csv
,,Lat
,,,CoderPCA,25,25,25,25,25,25,25,25,,36.54,36.54,36.3,35.42,30.35,25.87,23.25,18.91
,,,CoderAPCA,50,50,50,100,100,200,200,200,,19.45,19.45,19.28,18.36,14.58,11.54,9.9,6.58
,,,CoderPWLH,200,200,200,200,200,200,200,200,,60.95,60.95,60.37,57.46,45.09,34.97,29.88,19.94
,,,CoderPWLHint,100,100,100,100,100,100,100,200,,25.18,25.18,25.18,25.18,24.94,23.75,21.51,18.51
,,,CoderGAMPS,50,50,50,50,50,50,50,50,,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4
,,Long
,,,CoderPCA,25,25,25,25,25,25,25,25,,37.32,36.8,31.2,28.98,23.16,20.2,17.69,14.26
,,,CoderAPCA,100,100,100,100,200,200,200,200,,20.53,20.09,14.96,13.38,9.66,7.32,5.55,2.89
,,,CoderPWLH,200,200,200,200,200,200,200,200,,49.03,47.95,35.39,31.48,22.49,17.17,12.98,6.83
,,,CoderPWLHint,100,100,100,100,200,200,200,200,,27.08,26.82,26.49,24.24,18.87,16.87,14.93,12.09
,,,CoderGAMPS,50,50,50,50,50,50,50,50,,27.84,27.84,27.84,27.84,27.84,27.84,27.84,27.84
,,Zonal Winds
,,,CoderPCA,25,25,25,25,25,25,25,25,,36.25,36.25,36.25,36.25,36.25,36.25,36.25,36.25
,,,CoderAPCA,25,25,25,25,25,25,50,50,,51.19,51.19,46.29,44.14,38.7,33.52,29.13,22.57
,,,CoderPWLH,100,100,100,100,100,200,200,200,,124.61,124.61,117.35,113.82,103.81,92.8,82.65,65.98
,,,CoderPWLHint,50,50,50,50,50,50,50,100,,43.51,43.51,43.51,42.6,39.34,35.59,32.03,25.95
,,,CoderGAMPS,25,25,25,25,25,25,25,25,,55.03,55.03,55.03,54.79,54.79,50.22,50.02,45.86
,,Merid. Winds
,,,CoderPCA,25,25,25,25,25,25,25,25,,36.25,36.25,36.25,36.25,36.25,36.25,36.25,36.24
,,,CoderAPCA,25,25,25,25,25,25,25,50,,51.41,51.41,47.38,46.18,41.04,36.69,33.26,26.84
,,,CoderPWLH,100,100,100,100,100,200,200,200,,124.85,124.85,119.3,117.63,109.33,101.17,93.72,78.6
,,,CoderPWLHint,50,50,50,50,50,50,50,50,,43.59,43.59,43.59,43.28,40.63,37.87,35.4,30.18
,,,CoderGAMPS,25,25,25,25,25,25,25,25,,55.2,55.2,55.2,54.96,54.96,50.95,50.95,47.01
,,Humidity
,,,CoderPCA,50,50,50,50,50,50,50,50,,27.17,27.17,27.17,27.17,27.17,27.17,27.17,27.17
,,,CoderAPCA,25,25,50,50,50,50,50,100,,37.41,37.28,36.1,33.49,29.56,26.26,23.17,18.25
,,,CoderPWLH,200,200,200,200,200,200,200,200,,83.29,82.85,80.57,77.86,71.52,65.72,59.48,48.55
,,,CoderPWLHint,50,50,100,100,100,100,100,100,,32.04,32.04,31.88,31.02,28.59,26.45,24.03,19.78
,,,CoderGAMPS,50,50,50,50,50,50,50,50,,40.46,40.46,40.44,40.44,39.3,36.87,36.85,35.75
,,AirTemp
,,,CoderPCA,50,50,50,50,50,25,25,10,,37.15,37.15,37.15,37.15,37.15,37.11,36.75,33.47
,,,CoderAPCA,25,25,25,25,50,50,50,100,,47.65,46.14,40.42,36.62,29.43,24.68,21.4,16.68
,,,CoderPWLH,100,100,100,100,200,200,200,200,,97.39,94.14,86.84,79.99,67.25,57.89,50.96,41.22
,,,CoderPWLHint,50,50,50,50,50,100,100,100,,42.31,42.04,39.24,36.17,30.52,26.34,23.15,18.81
,,,CoderGAMPS,25,25,25,25,25,25,25,50,,51.67,51.58,50.32,50.23,47.62,44.12,42.91,38.05
,,SST
,,,CoderPCA,50,50,50,50,50,10,10,10,,36.81,36.81,36.81,36.81,36.81,34.66,31.37,25.9
,,,CoderAPCA,25,25,50,50,100,100,100,200,,48.36,41.22,32.83,26.93,18.34,13.65,10.57,7.03
,,,CoderPWLH,100,100,200,200,200,200,200,200,,97.56,86.35,70.9,59.43,41.64,31.52,24.61,16.6
,,,CoderPWLHint,50,50,50,100,100,200,200,200,,42.38,41.36,34.3,28.83,20.09,15.18,11.81,7.91
,,,CoderGAMPS,25,25,25,25,25,25,25,25,,52.22,52.22,52.09,52.09,48.89,46.12,43.43,40.97
NOAA-SPC-hail
,noaa_spc-hail.csv
,,Lat
,,,CoderPCA,200,200,200,5,5,5,5,5,,100.04,100.04,100.04,98.85,93.55,88.4,84.01,74.26
,,,CoderAPCA,5,5,5,5,5,5,10,10,,123.01,109.23,95.87,87.77,75.03,67.21,60.33,48.39
,,,CoderPWLH,5,5,5,5,10,10,25,25,,279.46,266.35,251.82,240.46,214.88,197.34,181.45,154.47
,,,CoderPWLHint,5,5,5,5,5,10,10,25,,112.91,108.4,102.3,97.6,88.98,81.78,75.48,65.44
,,,CoderGAMPS,5,5,5,5,5,5,5,5,,123.01,113.87,105.21,98.3,87.77,80.52,75.03,66.88
,,Long
,,,CoderPCA,200,200,5,5,5,5,5,5,,100.04,100.04,100.01,97.72,90.56,82.99,76.57,66.16
,,,CoderAPCA,5,5,5,5,5,10,10,25,,121.75,107.62,91.16,81.68,67.46,58.04,50.56,40.22
,,,CoderPWLH,5,5,5,10,10,25,25,25,,258.07,244.26,226.07,211.79,185.03,165.12,148.8,125.64
,,,CoderPWLHint,5,5,5,5,10,10,10,25,,111.96,106.57,98.38,92.55,82.2,73.47,67.09,56.75
,,,CoderGAMPS,5,5,5,5,5,5,5,10,,121.75,114.07,101.19,93.76,81.68,73.35,67.46,58.04
,,Size
,,,CoderPCA,5,5,5,5,5,5,5,5,,96.82,96.79,96.79,96.79,96.77,96.77,96.77,90.53
,,,CoderAPCA,5,5,5,5,5,5,5,5,,85.52,85.5,85.5,85.49,85.47,85.43,85.42,67.25
,,,CoderPWLH,10,10,10,10,10,10,10,10,,298.22,296.79,294.55,292.3,286.74,278.45,272.0,247.2
,,,CoderPWLHint,5,5,5,5,5,5,5,5,,103.02,103.02,102.44,101.75,100.15,97.34,95.3,87.73
,,,CoderGAMPS,5,5,5,5,5,5,5,5,,85.52,85.5,85.5,85.5,85.49,85.49,85.47,85.43
NOAA-SPC-tornado
,noaa_spc-tornado.csv
,,Lat
,,,CoderPCA,200,200,5,5,5,5,5,5,,100.04,100.04,97.4,93.55,85.01,77.82,73.65,64.8
,,,CoderAPCA,5,5,5,5,10,10,10,25,,119.92,91.12,74.46,67.79,57.03,48.81,43.57,34.67
,,,CoderPWLH,5,5,10,10,25,25,25,25,,278.61,238.94,207.81,189.48,161.96,142.51,129.76,108.81
,,,CoderPWLHint,5,5,5,10,10,25,25,25,,112.43,98.26,86.28,78.79,67.79,60.11,54.9,45.97
,,,CoderGAMPS,5,5,5,5,5,5,10,10,,119.92,99.23,84.35,76.22,67.79,61.77,57.03,48.81
,,Long
,,,CoderPCA,200,200,5,5,5,5,5,5,,100.04,100.04,94.77,87.9,78.0,72.07,66.55,57.59
,,,CoderAPCA,5,5,5,5,10,10,25,25,,118.37,87.16,67.55,60.21,47.15,41.2,36.12,28.95
,,,CoderPWLH,5,10,10,25,25,25,25,50,,257.25,206.71,171.54,155.55,125.3,109.69,98.29,83.77
,,,CoderPWLHint,5,5,10,10,25,25,25,25,,111.48,92.01,76.47,69.65,56.39,49.51,44.53,37.91
,,,CoderGAMPS,5,5,5,5,5,10,10,10,,118.37,98.82,80.2,70.91,59.82,52.29,47.15,41.2
NOAA-SPC-wind
,noaa_spc-wind.csv
,,Lat
,,,CoderPCA,200,200,200,5,5,5,5,5,,100.04,100.04,100.04,98.25,92.38,87.06,82.52,74.6
,,,CoderAPCA,5,5,5,5,5,5,10,10,,120.9,108.32,94.21,85.83,72.83,64.99,58.86,48.98
,,,CoderPWLH,5,5,5,5,10,10,10,25,,258.66,249.23,236.4,227.22,208.76,194.12,183.1,164.94
,,,CoderPWLHint,5,5,5,5,5,10,10,10,,112.56,109.23,103.4,99.29,92.04,86.5,81.54,74.04
,,,CoderGAMPS,5,5,5,5,5,5,5,5,,120.9,112.71,104.55,96.77,85.83,78.25,72.83,64.99
,,Long
,,,CoderPCA,200,200,5,5,5,5,5,5,,100.04,100.04,97.89,93.85,86.31,80.53,75.26,66.62
,,,CoderAPCA,5,5,5,5,5,10,10,25,,119.63,101.24,84.51,76.43,64.71,56.65,50.19,41.09
,,,CoderPWLH,5,5,5,10,10,25,25,25,,240.22,225.35,209.8,199.05,180.22,167.82,156.89,140.73
,,,CoderPWLHint,5,5,5,5,10,10,10,25,,111.67,105.29,97.81,93.54,85.56,79.67,74.98,67.94
,,,CoderGAMPS,5,5,5,5,5,5,5,10,,119.63,109.26,94.97,87.59,76.06,69.41,64.71,56.53
,,Speed
,,,CoderPCA,200,5,5,5,5,5,5,5,,100.04,73.67,59.07,45.56,36.46,33.68,32.32,30.9
,,,CoderAPCA,5,10,25,25,25,50,50,100,,104.95,46.04,28.94,24.6,16.17,12.45,10.53,8.42
,,,CoderPWLH,10,10,50,50,50,50,50,50,,167.65,148.09,94.94,94.74,94.47,94.24,94.14,93.91
,,,CoderPWLHint,10,10,25,25,25,25,25,25,,69.57,62.83,41.68,41.59,41.47,41.39,41.34,41.28
,,,CoderGAMPS,5,5,10,10,25,25,25,50,,104.95,55.89,39.32,33.29,24.6,18.28,16.17,12.43
