,,CoderCA,5,5,5,5,5,5,5,,126.5,117.21,114.23,108.04,102.22,96.84,87.43
,co2_9.csv,
,,CoderPCA,100,10,10,25,5,5,5,,100.05,95.02,93.26,91.73,91.01,87.72,79.31
,,CoderAPCA,5,5,5,5,5,5,10,,125.04,106.09,98.78,84.97,74.45,65.76,53.67
,,CoderCA,5,5,5,5,5,5,5,,126.58,117.12,114.12,108.38,102.94,97.44,88.41
Humidity,humidity_1.csv,
,,CoderPCA,5,10,10,25,50,50,100,,80.98,26.41,11.76,4.45,3.62,2.33,1.27
,,CoderAPCA,10,100,200,200,200,200,200,,54.16,7.47,3.07,1.14,0.95,0.87,0.79
,,CoderCA,10,50,100,200,200,200,200,,81.54,25.13,14.72,1.81,1.58,1.5,1.5
,humidity_10.csv,
,,CoderPCA,5,5,10,10,25,25,25,,99.51,37.05,28.67,16.48,11.89,8.18,5.44
,,CoderAPCA,5,100,100,200,200,200,200,,104.62,14.1,7.96,3.12,1.82,1.27,0.94
,,CoderCA,5,50,100,200,200,200,200,,113.05,30.13,19.36,8.99,5.46,3.86,2.36
,humidity_11.csv,
,,CoderPCA,50,10,10,10,10,25,50,,99.95,36.85,29.16,18.05,12.98,8.45,5.08
,,CoderAPCA,5,100,200,200,200,200,200,,104.92,14.95,8.74,3.48,1.89,1.23,0.9
,,CoderCA,5,100,100,200,200,200,200,,114.58,29.36,20.36,10.44,6.31,4.12,2.45
,humidity_12.csv,
,,CoderPCA,200,5,5,5,5,10,10,,100.03,67.1,53.27,34.16,26.18,18.79,13.03
,,CoderAPCA,5,25,25,50,200,200,200,,114.51,40.16,25.95,11.67,6.47,3.87,2.13
,,CoderCA,5,10,25,50,100,100,200,,117.27,66.48,51.4,30.31,19.27,13.62,7.43
,humidity_13.csv,
,,CoderPCA,200,5,5,5,10,10,25,,100.03,58.22,43.87,29.14,20.49,15.74,10.91
,,CoderAPCA,5,25,50,100,200,200,200,,111.65,31.51,19.67,8.86,5.0,3.1,1.68
,,CoderCA,5,25,25,50,100,200,200,,115.86,55.84,40.7,22.51,14.21,9.95,5.55
,humidity_14.csv,
,,CoderPCA,200,5,5,5,10,10,10,,100.03,59.29,45.01,30.4,23.23,17.85,13.25
,,CoderAPCA,5,25,25,100,200,200,200,,110.85,32.29,20.5,9.45,5.56,3.71,2.08
,,CoderCA,5,25,25,50,100,200,200,,115.62,56.3,41.33,23.25,15.08,10.74,6.26
,humidity_15.csv,
,,CoderPCA,200,5,5,10,10,10,25,,100.03,50.69,36.53,23.2,15.6,13.0,8.32
,,CoderAPCA,5,25,50,100,200,200,200,,111.61,24.28,14.21,5.83,3.2,2.11,1.29
,,CoderCA,5,25,50,100,200,200,200,,115.99,45.82,31.16,15.26,9.25,6.2,3.53
,humidity_16.csv,
,,CoderPCA,200,5,5,5,5,5,5,,100.03,87.21,77.05,54.35,40.91,32.84,25.97
,,CoderAPCA,5,5,10,25,25,50,100,,115.82,58.89,46.77,27.15,18.04,12.94,7.09
,,CoderCA,5,5,10,25,25,25,50,,118.22,83.9,70.01,50.19,37.84,29.99,19.72
,humidity_17.csv,
,,CoderPCA,200,5,5,5,5,10,10,,100.03,72.61,62.51,41.57,30.39,25.27,15.67
,,CoderAPCA,5,10,25,50,100,100,200,,114.66,47.81,33.9,17.87,10.61,6.96,3.64
,,CoderCA,5,10,25,25,50,50,100,,117.15,72.81,59.58,39.79,28.1,20.31,11.3
,humidity_18.csv,
,,CoderPCA,5,5,5,5,5,5,10,,94.39,67.94,58.62,41.33,32.56,27.89,20.4
,,CoderAPCA,5,25,25,50,50,100,200,,98.85,43.26,30.73,16.99,11.23,7.94,4.69
,,CoderCA,5,25,25,50,50,100,100,,106.2,63.87,50.99,33.62,24.45,19.0,12.47
,humidity_19.csv,
,,CoderPCA,5,5,5,5,5,5,10,,92.23,70.15,60.99,43.85,34.26,29.39,21.78
,,CoderAPCA,5,25,25,50,50,100,200,,98.12,45.81,32.95,18.55,12.18,8.74,5.08
,,CoderCA,5,25,25,25,50,50,100,,104.85,67.39,54.66,36.63,26.74,20.79,13.75
,humidity_2.csv,
,,CoderPCA,200,5,5,5,10,10,25,,100.03,69.37,51.84,31.6,23.06,16.54,11.86
,,CoderAPCA,5,10,25,50,100,200,200,,116.09,39.93,25.19,10.88,5.84,3.49,1.73
,,CoderCA,5,10,25,50,50,100,200,,117.6,68.21,51.35,28.64,18.09,12.05,6.19
,humidity_20.csv,
,,CoderPCA,200,5,5,5,5,5,10,,100.03,84.68,73.41,50.02,36.42,29.84,22.21
,,CoderAPCA,5,5,10,25,50,50,100,,112.43,57.88,41.23,22.16,14.17,9.95,5.66
,,CoderCA,5,5,10,25,25,50,50,,116.1,83.17,69.68,46.68,33.2,25.26,16.0
,humidity_21.csv,
,,CoderPCA,200,5,5,5,5,5,10,,100.03,79.29,69.39,50.04,38.17,31.0,21.85
,,CoderAPCA,5,10,10,25,50,100,200,,114.22,56.38,42.13,23.15,14.39,9.79,5.2
,,CoderCA,5,5,10,25,25,50,100,,116.88,81.12,68.98,47.92,35.26,26.48,16.08
,humidity_22.csv,
,,CoderPCA,200,5,5,5,5,5,10,,100.03,76.51,66.72,49.92,38.71,31.68,22.67
,,CoderAPCA,5,10,25,25,50,100,200,,114.19,55.38,41.75,23.93,15.07,10.41,5.3
,,CoderCA,5,10,10,25,25,50,100,,116.79,78.75,67.55,47.67,36.22,27.82,17.78
,humidity_23.csv,
,,CoderPCA,200,5,5,5,5,5,10,,100.03,79.36,71.49,53.27,40.71,33.83,25.56
,,CoderAPCA,5,10,10,25,50,50,100,,114.2,59.04,45.29,26.95,17.67,12.09,6.33
,,CoderCA,5,10,10,25,25,50,100,,117.12,83.23,71.77,53.16,40.75,31.99,20.87
,humidity_24.csv,
,,CoderPCA,5,5,5,5,5,5,10,,99.84,65.42,56.44,41.38,31.61,26.37,16.9
,,CoderAPCA,5,25,25,50,100,100,200,,109.62,43.53,31.46,16.58,10.05,6.7,3.44
,,CoderCA,5,25,25,50,50,100,200,,114.6,65.48,53.84,36.2,26.04,18.8,11.46
,humidity_25.csv,
,,CoderPCA,200,5,5,5,5,5,10,,100.03,73.65,63.12,43.62,34.08,28.04,18.87
,,CoderAPCA,5,10,25,50,50,100,200,,112.39,49.79,36.56,19.78,12.15,7.94,3.97
,,CoderCA,5,10,25,25,50,50,100,,116.15,74.23,62.09,42.02,30.53,23.17,13.95
,humidity_26.csv,
,,CoderPCA,200,5,5,5,5,10,10,,100.03,67.03,55.38,37.46,28.94,22.6,14.63
,,CoderAPCA,5,25,25,50,100,200,200,,110.39,42.62,29.16,14.45,8.25,5.24,2.57
,,CoderCA,5,25,25,50,50,100,200,,115.17,66.99,53.75,34.32,23.32,16.8,9.42
,humidity_27.csv,
,,CoderPCA,200,5,5,5,5,5,10,,100.03,71.59,63.29,47.64,37.41,31.15,22.63
,,CoderAPCA,5,10,25,25,50,100,200,,111.26,52.4,39.21,22.7,14.45,9.9,5.34
,,CoderCA,5,25,25,25,50,50,100,,115.78,74.31,63.43,45.24,33.89,26.33,16.73
,humidity_28.csv,
,,CoderPCA,200,5,5,5,5,5,10,,100.03,86.01,74.21,52.88,39.04,31.28,22.58
,,CoderAPCA,5,5,10,25,50,50,200,,115.39,60.53,44.98,24.87,15.57,10.7,5.55
,,CoderCA,5,5,10,25,25,50,100,,117.44,83.86,71.71,51.57,37.89,29.7,18.35
,humidity_29.csv,
,,CoderPCA,200,5,5,5,5,5,10,,100.03,69.09,59.23,42.79,33.76,27.69,18.44
,,CoderAPCA,5,25,25,50,100,100,200,,113.14,46.85,33.89,18.73,11.74,7.79,3.92
,,CoderCA,5,25,25,25,50,100,100,,116.66,68.82,57.02,39.19,28.61,21.72,13.38
,humidity_3.csv,
,,CoderPCA,200,5,5,5,5,10,10,,100.03,74.28,57.42,33.51,26.45,19.01,13.37
,,CoderAPCA,5,10,25,50,100,200,200,,114.82,43.51,28.01,12.5,7.03,4.46,2.28
,,CoderCA,5,10,10,25,50,100,200,,117.2,72.98,56.45,32.26,20.28,14.11,7.81
,humidity_30.csv,
,,CoderPCA,200,5,5,5,5,5,10,,100.03,80.28,70.6,50.36,38.12,30.73,21.75
,,CoderAPCA,5,10,10,25,50,100,200,,114.11,58.0,43.44,23.99,15.01,10.05,5.14
,,CoderCA,5,5,10,25,25,50,100,,116.85,82.41,70.08,49.31,36.61,27.75,17.13
,humidity_31.csv,
,,CoderPCA,200,5,5,5,5,10,10,,100.03,62.31,51.8,36.56,28.92,22.82,15.85
,,CoderAPCA,5,25,25,50,100,200,200,,108.7,38.8,26.88,13.75,8.07,5.52,2.96
,,CoderCA,5,25,25,50,100,100,200,,114.47,60.4,48.93,31.36,21.79,15.83,9.64
,humidity_32.csv,
,,CoderPCA,5,5,5,5,5,5,5,,99.72,94.32,91.98,82.78,72.08,62.55,48.02
,,CoderAPCA,5,5,5,10,10,25,25,,111.03,84.45,73.12,53.09,39.6,30.2,19.65
,,CoderCA,5,5,5,5,10,10,25,,115.08,101.32,95.12,81.0,70.01,59.86,44.75
,humidity_33.csv,
,,CoderPCA,200,5,5,5,5,5,5,,100.03,91.61,82.42,58.48,43.91,35.26,26.2
,,CoderAPCA,5,5,10,25,25,50,50,,116.48,63.38,47.88,26.99,17.78,12.93,7.69
,,CoderCA,5,5,5,10,25,25,50,,117.91,86.18,73.0,50.77,37.7,29.4,20.06
,humidity_34.csv,
,,CoderPCA,5,5,10,10,10,25,25,,50.06,31.59,25.93,16.07,13.28,10.84,8.26
,,CoderAPCA,50,100,200,200,200,200,200,,21.88,10.75,7.07,3.37,2.19,1.67,1.22
,,CoderCA,50,100,200,200,200,200,200,,35.03,20.72,10.32,5.87,4.31,3.57,2.67
,humidity_4.csv,
,,CoderPCA,10,5,5,5,5,10,10,,99.29,78.17,65.83,45.6,34.53,27.55,17.14
,,CoderAPCA,5,10,25,25,50,100,200,,115.24,54.85,40.66,21.92,13.24,8.35,3.87
,,CoderCA,5,5,10,25,50,50,100,,116.57,80.55,67.84,46.71,34.22,25.7,15.21
,humidity_5.csv,
,,CoderPCA,200,5,5,5,5,5,10,,100.03,73.54,63.68,46.91,36.32,29.81,17.83
,,CoderAPCA,5,10,25,25,50,100,200,,112.98,53.77,40.44,23.06,14.36,9.19,4.04
,,CoderCA,5,10,25,25,50,50,100,,116.51,76.66,65.59,46.77,35.26,27.01,16.58
,humidity_6.csv,
,,CoderPCA,200,5,5,5,10,10,25,,100.03,56.38,44.28,31.0,21.97,16.85,10.63
,,CoderAPCA,5,25,50,100,200,200,200,,109.43,32.75,21.91,10.26,5.76,3.52,1.69
,,CoderCA,5,25,25,50,100,200,200,,114.52,55.26,42.22,25.17,16.66,11.67,6.46
,humidity_7.csv,
,,CoderPCA,200,5,5,5,10,10,10,,100.03,67.86,52.27,32.71,24.93,18.33,13.46
,,CoderAPCA,5,10,25,50,100,200,200,,115.43,40.28,25.86,11.82,6.46,4.01,2.1
,,CoderCA,5,10,25,50,50,100,200,,117.36,66.48,50.9,29.53,19.17,13.18,7.21
,humidity_8.csv,
,,CoderPCA,200,5,5,5,10,10,25,,100.03,65.09,47.82,30.14,21.22,15.48,10.22
,,CoderAPCA,5,25,25,100,200,200,200,,115.19,36.65,22.66,9.75,5.19,3.07,1.57
,,CoderCA,5,10,25,50,100,100,200,,117.45,64.48,47.31,26.06,16.4,10.96,5.67
,humidity_9.csv,
,,CoderPCA,200,5,10,10,25,25,25,,100.03,27.26,21.02,13.51,11.67,8.41,5.81
,,CoderAPCA,5,100,200,200,200,200,200,,102.29,8.6,5.28,2.61,1.77,1.38,1.07
,,CoderCA,5,100,200,200,200,200,200,,109.13,10.89,7.59,4.48,3.22,2.62,2.07
Lysimeter,soil_water_potential_1.csv,
,,CoderPCA,200,5,5,25,25,25,50,,100.03,65.82,30.87,8.6,6.9,6.14,5.03
,,CoderAPCA,5,10,50,200,200,200,200,,98.25,31.75,11.75,1.65,1.11,1.01,0.89
,,CoderCA,5,5,10,50,200,200,200,,113.53,76.39,53.79,15.16,3.37,1.89,1.73
,soil_water_potential_10.csv,
,,CoderPCA,200,5,5,10,10,25,25,,100.03,90.94,74.54,24.85,12.89,8.11,7.32
,,CoderAPCA,5,5,10,50,200,200,200,,99.99,53.55,37.81,6.99,2.24,1.35,1.01
,,CoderCA,5,5,5,10,50,100,200,,114.44,91.15,77.72,44.99,21.11,8.75,2.22
,soil_water_potential_11.csv,
,,CoderPCA,200,5,5,10,10,25,25,,100.03,90.86,74.51,24.98,12.87,8.38,6.82
,,CoderAPCA,5,5,10,50,200,200,200,,100.0,53.56,37.82,7.02,2.24,1.34,1.03
,,CoderCA,5,5,5,10,50,100,200,,114.44,91.22,77.71,45.04,21.35,8.84,2.19
,soil_water_potential_12.csv,
,,CoderPCA,200,5,5,10,25,25,25,,100.03,90.41,55.21,18.04,11.65,7.8,6.62
,,CoderAPCA,5,5,25,100,200,200,200,,99.51,52.37,25.46,5.09,2.07,1.43,1.07
,,CoderCA,5,5,5,25,50,200,200,,113.67,88.79,68.43,33.0,13.16,5.01,2.32
,soil_water_potential_13.csv,
,,CoderPCA,200,200,200,5,5,5,5,,100.03,100.03,100.03,99.94,89.13,89.13,55.15
,,CoderAPCA,5,5,5,5,5,5,25,,99.16,99.09,99.09,71.61,52.56,52.53,26.46
,,CoderCA,5,5,5,5,5,5,5,,113.99,111.95,111.95,100.09,90.1,87.37,68.84
,soil_water_potential_14.csv,
,,CoderPCA,200,200,200,5,5,5,5,,100.03,100.03,100.03,99.96,89.06,89.06,55.31
,,CoderAPCA,5,5,5,5,5,5,25,,99.18,99.11,99.11,71.71,52.55,52.55,26.57
,,CoderCA,5,5,5,5,5,5,5,,114.02,111.91,111.91,100.19,90.15,87.33,68.8
,soil_water_potential_15.csv,
,,CoderPCA,200,5,5,5,10,10,25,,100.03,97.34,84.52,43.04,18.6,12.66,6.33
,,CoderAPCA,5,5,10,25,100,200,200,,96.72,65.52,45.78,19.35,4.74,2.4,1.06
,,CoderCA,5,5,5,10,25,25,200,,112.78,97.47,85.69,58.81,35.16,20.64,5.88
,soil_water_potential_16.csv,
,,CoderPCA,200,5,5,5,10,10,10,,100.03,97.28,85.31,37.24,28.33,22.94,18.22
,,CoderAPCA,5,5,10,50,100,200,200,,97.57,67.31,48.44,15.75,9.12,5.72,3.22
,,CoderCA,5,5,5,10,25,50,200,,113.49,98.56,86.23,55.16,34.35,20.26,10.68
,soil_water_potential_17.csv,
,,CoderPCA,200,200,5,5,5,5,5,,100.03,100.03,95.63,80.04,66.63,60.39,44.78
,,CoderAPCA,5,5,5,10,25,25,50,,107.67,89.82,76.73,59.38,43.26,36.25,23.15
,,CoderCA,5,5,5,5,10,10,25,,115.87,107.84,101.8,87.95,75.37,67.07,51.73
,soil_water_potential_18.csv,
,,CoderPCA,200,5,5,5,10,25,25,,100.03,97.86,85.12,43.23,22.13,12.86,7.39
,,CoderAPCA,5,5,10,25,100,200,200,,97.5,67.26,46.48,18.96,5.85,2.22,1.2
,,CoderCA,5,5,5,10,25,25,200,,113.08,100.46,85.73,62.34,41.39,24.87,6.66
,soil_water_potential_19.csv,
,,CoderPCA,200,5,5,5,10,25,25,,100.03,99.79,75.08,31.49,14.88,10.19,6.17
,,CoderAPCA,5,5,10,50,100,200,200,,100.31,73.44,38.48,11.82,3.86,1.83,1.05
,,CoderCA,5,5,5,10,25,50,200,,114.15,101.1,81.2,50.57,26.5,13.22,3.27
,soil_water_potential_2.csv,
,,CoderPCA,200,5,5,5,5,5,5,,100.03,97.78,92.39,74.74,60.64,47.73,35.41
,,CoderAPCA,5,5,5,10,25,25,100,,109.17,82.46,73.64,50.64,35.89,25.83,15.12
,,CoderCA,5,5,5,5,10,25,25,,116.17,105.16,98.45,82.17,69.59,59.09,43.31
,soil_water_potential_20.csv,
,,CoderPCA,200,5,5,5,10,10,25,,100.03,97.37,84.22,43.01,18.5,12.62,6.46
,,CoderAPCA,5,5,10,25,100,200,200,,96.62,65.61,45.58,19.28,4.72,2.39,1.04
,,CoderCA,5,5,5,10,25,50,200,,112.79,97.45,85.68,58.77,35.29,20.84,6.0
,soil_water_potential_21.csv,
,,CoderPCA,200,5,5,5,10,10,10,,100.03,97.25,85.25,36.85,27.71,22.28,17.69
,,CoderAPCA,5,5,10,50,100,200,200,,97.51,67.17,48.24,15.53,8.87,5.52,3.11
,,CoderCA,5,5,5,10,25,50,200,,113.47,98.51,86.09,55.0,34.0,19.97,10.49
,soil_water_potential_22.csv,
,,CoderPCA,200,200,5,5,5,5,5,,100.03,100.03,95.68,80.24,66.9,60.69,44.93
,,CoderAPCA,5,5,5,10,25,25,50,,107.75,89.97,76.93,59.64,43.52,36.48,23.32
,,CoderCA,5,5,5,5,10,10,25,,115.89,107.81,101.84,87.35,75.6,67.35,51.96
,soil_water_potential_23.csv,
,,CoderPCA,200,5,5,5,10,25,25,,100.03,97.91,85.2,43.1,21.93,12.81,7.42
,,CoderAPCA,5,5,10,25,100,200,200,,97.44,67.17,46.47,18.91,5.81,2.22,1.19
,,CoderCA,5,5,5,10,25,25,100,,113.1,100.43,85.74,62.29,41.44,24.85,6.75
,soil_water_potential_24.csv,
,,CoderPCA,200,5,5,5,10,25,25,,100.03,99.72,75.38,31.62,14.96,9.72,5.89
,,CoderAPCA,5,5,10,50,100,200,200,,100.27,73.48,38.58,11.81,3.88,1.79,1.04
,,CoderCA,5,5,5,10,25,50,200,,114.16,100.93,81.24,50.84,27.28,13.41,3.28
,soil_water_potential_3.csv,
,,CoderPCA,200,5,5,5,5,10,10,,100.03,89.68,61.01,37.82,29.9,22.85,14.38
,,CoderAPCA,5,5,25,50,100,200,200,,100.14,56.64,32.7,14.66,9.23,5.56,2.5
,,CoderCA,5,5,5,25,50,100,200,,114.25,90.7,72.2,42.62,26.41,18.51,10.93
,soil_water_potential_4.csv,
,,CoderPCA,200,5,5,10,10,25,25,,100.03,83.97,62.38,19.16,12.86,9.96,6.42
,,CoderAPCA,5,10,10,100,200,200,200,,97.27,46.15,30.45,4.84,2.35,1.52,1.07
,,CoderCA,5,5,5,25,50,200,200,,112.86,85.8,71.11,33.33,13.24,4.92,2.21
,soil_water_potential_5.csv,
,,CoderPCA,200,5,5,10,10,25,25,,100.03,91.82,54.4,18.61,11.94,7.71,6.3
,,CoderAPCA,5,5,25,100,200,200,200,,99.5,52.52,25.72,5.08,2.02,1.4,1.07
,,CoderCA,5,5,5,25,50,200,200,,113.71,88.91,68.56,33.98,13.83,5.22,2.35
,soil_water_potential_6.csv,
,,CoderPCA,200,5,5,25,25,25,50,,100.03,65.52,30.8,8.42,6.75,6.0,5.25
,,CoderAPCA,5,10,50,200,200,200,200,,98.17,31.66,11.69,1.64,1.1,1.0,0.88
,,CoderCA,5,5,10,50,200,200,200,,113.57,76.4,53.69,15.11,3.33,1.89,1.71
,soil_water_potential_7.csv,
,,CoderPCA,200,5,5,5,5,5,10,,100.03,97.94,92.38,74.51,60.28,48.41,34.45
,,CoderAPCA,5,5,5,10,25,25,100,,109.23,82.6,73.77,50.78,36.01,25.9,14.22
,,CoderCA,5,5,5,5,10,25,25,,116.18,105.22,98.51,82.13,69.52,58.35,42.54
,soil_water_potential_8.csv,
,,CoderPCA,200,5,5,5,10,10,10,,100.03,89.66,60.84,37.68,29.61,20.92,13.88
,,CoderAPCA,5,5,25,50,100,200,200,,100.11,56.55,32.6,14.56,9.14,5.48,2.42
,,CoderCA,5,5,5,25,50,100,200,,114.24,90.59,72.19,42.51,26.34,18.37,10.82
,soil_water_potential_9.csv,
,,CoderPCA,200,5,5,10,10,25,25,,100.03,83.83,62.21,18.61,12.17,9.92,6.54
,,CoderAPCA,5,10,10,100,200,200,200,,97.14,45.94,30.37,4.83,2.34,1.5,1.05
,,CoderCA,5,5,5,25,50,200,200,,112.9,85.8,71.13,33.57,13.8,5.34,2.17
Moisture,moisture_1.csv,
,,CoderPCA,5,100,100,100,100,100,100,,74.77,1.98,1.98,1.98,1.98,1.98,1.98
,,CoderAPCA,10,200,200,200,200,200,200,,52.97,0.76,0.75,0.75,0.75,0.75,0.75
,,CoderCA,25,200,200,200,200,200,200,,76.86,1.51,1.51,1.51,1.5,1.5,1.49
,moisture_10.csv,
,,CoderPCA,5,25,25,25,50,50,50,,98.29,11.62,9.54,6.18,4.41,4.01,3.6
,,CoderAPCA,5,200,200,200,200,200,200,,81.25,2.16,1.39,0.92,0.83,0.79,0.76
,,CoderCA,5,200,200,200,200,200,200,,106.19,6.08,3.11,2.04,1.77,1.63,1.54
,moisture_11.csv,
,,CoderPCA,5,5,5,10,10,25,25,,99.71,80.36,43.43,16.93,13.09,11.99,8.14
,,CoderAPCA,5,10,25,200,200,200,200,,80.26,42.96,17.84,4.02,2.33,1.82,1.28
,,CoderCA,5,5,10,50,200,200,200,,106.76,80.58,58.1,16.35,4.63,3.36,2.43
,moisture_12.csv,
,,CoderPCA,5,5,5,25,50,50,100,,58.45,58.45,58.45,22.87,8.38,8.38,2.16
,,CoderAPCA,25,25,25,200,200,200,200,,30.99,30.99,30.99,10.95,1.47,1.47,0.77
,,CoderCA,25,25,25,25,25,25,200,,51.95,51.87,51.87,47.34,42.32,34.88,2.69
,moisture_13.csv,
,,CoderPCA,5,5,5,10,10,10,25,,92.66,35.06,33.48,26.72,24.35,18.8,17.41
,,CoderAPCA,10,50,100,100,200,200,200,,62.55,14.93,12.58,8.56,7.3,5.26,4.67
,,CoderCA,5,50,100,100,200,200,200,,91.87,26.95,20.73,17.12,14.42,12.69,10.53
,moisture_14.csv,
,,CoderPCA,5,5,10,10,10,10,25,,88.83,44.98,34.54,19.29,15.81,13.55,12.06
,,CoderAPCA,10,50,100,200,200,200,200,,61.63,21.68,11.91,4.47,3.45,2.64,1.87
,,CoderCA,5,10,50,200,200,200,200,,90.22,61.58,27.64,8.07,4.42,3.53,2.91
,moisture_15.csv,
,,CoderPCA,5,10,25,25,50,50,50,,96.73,15.43,10.61,7.05,6.21,5.4,3.78
,,CoderAPCA,5,200,200,200,200,200,200,,76.16,3.04,1.69,1.07,0.89,0.85,0.77
,,CoderCA,5,100,200,200,200,200,200,,102.64,13.31,4.07,2.2,1.89,1.75,1.65
,moisture_16.csv,
,,CoderPCA,5,5,5,10,10,10,10,,74.11,74.11,74.11,28.93,28.93,21.52,21.45
,,CoderAPCA,25,25,25,200,200,200,200,,44.8,44.8,44.8,8.13,8.13,5.25,5.19
,,CoderCA,25,25,25,25,25,200,200,,72.27,71.92,71.92,61.23,49.67,14.29,12.74
,moisture_17.csv,
,,CoderPCA,5,5,5,10,100,100,100,,64.4,64.4,64.4,20.07,3.09,3.09,3.09
,,CoderAPCA,25,25,25,200,200,200,200,,36.34,36.34,36.34,4.06,0.76,0.76,0.73
,,CoderCA,25,25,25,25,200,200,200,,59.57,58.96,58.96,48.19,7.23,6.24,1.52
