DATASET:,NOAA
00:10:00,30360.0
00:10:00,30227.0
00:10:00,30372.0
00:10:00,30393.0
00:10:00,30305.0
00:10:00,30597.0
00:10:00,30441.0
00:10:00,30542.0
00:10:00,30261.0
00:10:00,30701.0
00:10:00,30407.0
00:10:00,30248.0
00:10:00,30225.0
00:10:00,30199.0
00:10:00,30175.0
00:10:00,30129.0
00:10:00,30085.0
00:10:00,30054.0
00:10:00,30061.0
00:10:00,30052.0
00:10:00,30053.0
00:10:00,30047.0
00:10:00,29972.0
00:10:00,30018.0
00:10:00,29996.0
00:10:00,29972.0
00:10:00,29955.0
00:10:00,29956.0
00:10:00,29957.0
00:10:00,29935.0
00:10:00,29908.0
00:10:00,29867.0
00:10:00,29848.0
00:10:00,29871.0
00:10:00,N
00:10:00,N
00:10:00,29836.0
00:10:00,29809.0
00:10:00,29801.0
00:10:00,29810.0
00:10:00,29809.0
00:10:00,29813.0
00:10:00,29804.0
00:10:00,29798.0
00:10:00,29782.0
00:10:00,29760.0
00:10:00,29746.0
00:10:00,29724.0
00:10:00,29710.0
00:10:00,29697.0
00:10:00,29683.0
00:10:00,29660.0
00:10:00,29657.0
00:10:00,29628.0
00:10:00,29595.0
00:10:00,29603.0
00:10:00,29596.0
00:10:00,29605.0
00:10:00,29592.0
00:10:00,29600.0
00:10:00,29584.0
00:10:00,29584.0
00:10:00,29577.0
00:10:00,29572.0
00:10:00,29569.0
00:10:00,29562.0
00:10:00,29564.0
00:10:00,29571.0
00:10:00,29550.0
00:10:00,29565.0
00:10:00,29556.0
00:10:00,29569.0
00:10:00,29577.0
00:10:00,29577.0
00:10:00,29566.0
00:10:00,29564.0
00:10:00,29576.0
00:10:00,29569.0
00:10:00,29585.0
00:10:00,29577.0
00:10:00,29582.0
00:10:00,29572.0
00:10:00,29550.0
00:10:00,29565.0
00:10:00,29568.0
00:10:00,29563.0
00:10:00,29566.0
00:10:00,29561.0
00:10:00,29537.0
00:10:00,29542.0
00:10:00,29528.0
00:10:00,29515.0
00:10:00,29525.0
00:10:00,29534.0
00:10:00,29517.0
00:10:00,29515.0
01:10:00,29513.0
00:10:00,29507.0
00:10:00,29507.0
00:10:00,29486.0
00:10:00,29485.0
00:10:00,29476.0
00:10:00,29472.0
00:10:00,29466.0
00:10:00,29466.0
00:10:00,29479.0
00:10:00,29472.0
00:10:00,29476.0
00:10:00,29479.0
00:10:00,29486.0
00:10:00,29478.0
00:10:00,29493.0
00:10:00,29500.0
00:10:00,29503.0
00:10:00,29500.0
00:10:00,29514.0
00:10:00,29524.0
00:10:00,29522.0
00:10:00,29520.0
00:10:00,29528.0
00:10:00,29528.0
00:10:00,29541.0
00:10:00,29534.0
00:10:00,29529.0
00:10:00,N
00:10:00,N
00:10:00,29527.0
00:10:00,29534.0
00:10:00,29536.0
00:10:00,29537.0
00:10:00,29535.0
00:10:00,29538.0
00:10:00,29541.0
00:10:00,29549.0
00:10:00,29556.0
00:10:00,29554.0
00:10:00,29567.0
00:10:00,29573.0
00:10:00,29575.0
00:10:00,29588.0
00:10:00,29587.0
00:10:00,29599.0
00:10:00,29586.0
00:10:00,29602.0
00:10:00,29624.0
00:10:00,29616.0
00:10:00,29620.0
00:10:00,29617.0
00:10:00,29629.0
00:10:00,29668.0
00:10:00,29664.0
00:10:00,29659.0
00:10:00,29661.0
00:10:00,29670.0
00:10:00,29672.0
00:10:00,29660.0
00:10:00,29661.0
00:10:00,29645.0
00:10:00,29635.0
00:10:00,29650.0
00:10:00,29626.0
00:10:00,29649.0
00:10:00,29636.0
00:10:00,29627.0
00:10:00,29618.0
00:10:00,29618.0
00:10:00,29607.0
00:10:00,29614.0
00:10:00,29595.0
00:10:00,29600.0
00:10:00,29596.0
00:10:00,29586.0
00:10:00,29572.0
00:10:00,29561.0
00:10:00,29554.0
00:10:00,29545.0
00:10:00,29532.0
00:10:00,29537.0
00:10:00,29534.0
00:10:00,29522.0
00:10:00,29521.0
00:10:00,29522.0
00:10:00,29514.0
00:10:00,29507.0
00:10:00,29492.0
00:10:00,29507.0
00:10:00,29511.0
00:10:00,29494.0
00:10:00,29509.0
00:10:00,29497.0
00:10:00,29492.0
00:10:00,29497.0
00:10:00,29497.0
00:10:00,29496.0
00:10:00,29501.0
00:10:00,29496.0
00:10:00,29490.0
00:10:00,29478.0
00:10:00,29480.0
00:10:00,29491.0
00:10:00,29479.0
00:10:00,29481.0
00:10:00,29478.0
00:10:00,29480.0
00:10:00,29481.0
00:10:00,29458.0
00:10:00,29462.0
00:10:00,29456.0
00:10:00,29466.0
00:10:00,29462.0
00:10:00,29456.0
00:10:00,29456.0
00:10:00,29456.0
00:10:00,29452.0
00:10:00,29450.0
00:10:00,29456.0
00:10:00,29441.0
00:10:00,29461.0
00:10:00,29448.0
00:10:00,29463.0
00:10:00,29446.0
00:10:00,29463.0
00:10:00,29470.0
00:10:00,29454.0
00:10:00,29460.0
00:10:00,29466.0
00:10:00,29451.0
00:10:00,29458.0
00:10:00,29453.0
00:10:00,29462.0
00:10:00,29452.0
00:10:00,29465.0
00:10:00,29458.0
00:10:00,29472.0
00:10:00,29461.0
00:10:00,29461.0
00:10:00,29465.0
00:10:00,29468.0
00:10:00,29461.0
00:10:00,29473.0
00:10:00,29489.0
00:10:00,29441.0
00:10:00,29500.0
00:10:00,29507.0
00:10:00,29528.0
00:10:00,29492.0
00:10:00,29523.0
00:10:00,29504.0
00:10:00,29512.0
00:10:00,29499.0
00:10:00,29515.0
00:10:00,29506.0
00:10:00,29494.0
00:10:00,29509.0
00:10:00,29511.0
00:10:00,29505.0
00:10:00,29504.0
00:10:00,29505.0
00:10:00,29511.0
00:10:00,29511.0
00:10:00,29513.0
00:10:00,29515.0
00:10:00,29520.0
00:10:00,29528.0
00:10:00,N
00:10:00,29530.0
00:10:00,29534.0
00:10:00,29548.0
00:10:00,29538.0
00:10:00,29528.0
00:10:00,29530.0
00:10:00,29521.0
00:10:00,29529.0
00:10:00,29536.0
00:10:00,29539.0
00:10:00,29548.0
00:10:00,29546.0
00:10:00,29556.0
00:10:00,29561.0
00:10:00,29571.0
00:10:00,29575.0
00:10:00,29593.0
00:10:00,29584.0
00:10:00,29610.0
00:10:00,29613.0
00:10:00,29633.0
00:10:00,29625.0
00:10:00,29622.0
00:10:00,29630.0
00:10:00,29645.0
00:10:00,29663.0
00:10:00,29654.0
00:10:00,29642.0
00:10:00,29615.0
00:10:00,29627.0
00:10:00,29631.0
00:10:00,29630.0
00:10:00,29620.0
00:10:00,N
00:10:00,N
00:10:00,29640.0
00:10:00,29622.0
00:10:00,29619.0
00:10:00,29623.0
00:10:00,29615.0
00:10:00,29617.0
00:10:00,29613.0
00:10:00,29614.0
00:10:00,29608.0
00:10:00,29613.0
00:10:00,29615.0
00:10:00,29633.0
00:10:00,29629.0
00:10:00,29627.0
00:10:00,29613.0
00:10:00,29617.0
00:10:00,29608.0
00:10:00,29615.0
00:10:00,29608.0
00:10:00,29608.0
00:10:00,29596.0
00:10:00,29606.0
00:10:00,29608.0
00:10:00,29587.0
00:10:00,29589.0
00:10:00,29601.0
00:10:00,29591.0
00:10:00,29588.0
00:10:00,29590.0
00:10:00,29587.0
00:10:00,29584.0
00:10:00,29575.0
00:10:00,29580.0
00:10:00,29579.0
00:10:00,29586.0
00:10:00,29583.0
00:10:00,29586.0
00:10:00,29585.0
00:10:00,29565.0
00:10:00,29563.0
00:10:00,29580.0
00:10:00,29578.0
00:10:00,29577.0
00:10:00,29579.0
00:10:00,29575.0
00:10:00,29575.0
00:10:00,29570.0
00:10:00,29574.0
00:10:00,29569.0
00:10:00,29567.0
00:10:00,29571.0
00:10:00,29566.0
00:10:00,29581.0
00:10:00,29570.0
00:10:00,29562.0
00:10:00,29553.0
00:10:00,29557.0
00:10:00,29555.0
00:10:00,29552.0
00:10:00,29551.0
00:10:00,29540.0
00:10:00,29554.0
00:10:00,29533.0
00:10:00,29547.0
00:10:00,29543.0
00:10:00,29541.0
00:10:00,29535.0
00:10:00,29547.0
00:10:00,29538.0
00:10:00,29532.0
00:10:00,29548.0
00:10:00,29534.0
00:10:00,29538.0
00:10:00,29529.0
00:10:00,29532.0
00:10:00,29532.0
00:10:00,29533.0
00:10:00,29524.0
00:10:00,29517.0
00:10:00,29524.0
00:10:00,29512.0
00:10:00,29530.0
00:10:00,29524.0
00:10:00,29524.0
00:10:00,29505.0
00:10:00,29514.0
00:10:00,29504.0
00:10:00,29521.0
00:10:00,29514.0
00:10:00,29511.0
00:10:00,29518.0
00:10:00,29514.0
00:10:00,29504.0
00:10:00,29503.0
00:10:00,29512.0
00:10:00,29514.0
00:10:00,29513.0
00:10:00,29517.0
00:10:00,29517.0
00:10:00,29514.0
00:10:00,29505.0
00:10:00,29512.0
00:10:00,29520.0
00:10:00,29521.0
00:10:00,29529.0
00:10:00,29527.0
00:10:00,29529.0
00:10:00,29529.0
01:10:00,29583.0
00:10:00,29591.0
00:10:00,29603.0
00:10:00,29627.0
00:10:00,29651.0
00:10:00,29680.0
00:10:00,29653.0
00:10:00,29712.0
00:10:00,29727.0
00:10:00,29727.0
00:10:00,29779.0
00:10:00,29747.0
00:10:00,29779.0
00:10:00,29824.0
00:10:00,29808.0
00:10:00,29854.0
00:10:00,29845.0
00:10:00,29875.0
00:10:00,29884.0
00:10:00,29867.0
00:10:00,29925.0
00:10:00,29926.0
00:10:00,29931.0
00:10:00,29975.0
00:10:00,29973.0
00:10:00,30041.0
00:10:00,30081.0
00:10:00,30089.0
00:10:00,30084.0
00:10:00,30044.0
00:10:00,30024.0
00:10:00,30062.0
00:10:00,30044.0
00:10:00,30031.0
00:10:00,30082.0
00:10:00,30118.0
00:10:00,30153.0
00:10:00,30135.0
00:10:00,30121.0
00:10:00,30114.0
00:10:00,30146.0
00:10:00,30138.0
00:10:00,30089.0
00:10:00,30075.0
00:10:00,30073.0
00:10:00,30038.0
00:10:00,29990.0
00:10:00,30015.0
00:10:00,29995.0
00:10:00,29990.0
00:10:00,29958.0
00:10:00,29967.0
00:10:00,29953.0
00:10:00,29921.0
00:10:00,29934.0
00:10:00,29957.0
00:10:00,29934.0
00:10:00,29920.0
00:10:00,29903.0
00:10:00,29884.0
00:10:00,29886.0
00:10:00,29869.0
00:10:00,29853.0
00:10:00,29840.0
00:10:00,29827.0
00:10:00,29827.0
00:10:00,29780.0
00:10:00,29794.0
00:10:00,29799.0
00:10:00,29786.0
00:10:00,29779.0
00:10:00,29777.0
00:10:00,29780.0
00:10:00,29794.0
00:10:00,29797.0
00:10:00,29784.0
00:10:00,29759.0
00:10:00,29768.0
00:10:00,29753.0
00:10:00,29757.0
00:10:00,29749.0
00:10:00,29735.0
00:10:00,29734.0
00:10:00,29719.0
00:10:00,29734.0
00:10:00,29737.0
00:10:00,29710.0
00:10:00,29722.0
00:10:00,29688.0
00:10:00,29676.0
00:10:00,29694.0
00:10:00,29680.0
00:10:00,29678.0
00:10:00,29668.0
00:10:00,29687.0
00:10:00,29675.0
00:10:00,29676.0
00:10:00,29688.0
00:10:00,29690.0
00:10:00,29672.0
00:10:00,29672.0
00:10:00,29676.0
00:10:00,29667.0
00:10:00,29666.0
00:10:00,29646.0
00:10:00,29656.0
00:10:00,29644.0
00:10:00,29627.0
00:10:00,29644.0
00:10:00,29632.0
00:10:00,29633.0
00:10:00,29632.0
00:10:00,29606.0
00:10:00,29619.0
00:10:00,29631.0
00:10:00,29627.0
00:10:00,29607.0
00:10:00,29600.0
00:10:00,29607.0
00:10:00,29612.0
00:10:00,29611.0
00:10:00,29597.0
00:10:00,29604.0
00:10:00,29600.0
00:10:00,29606.0
00:10:00,29602.0
00:10:00,29601.0
00:10:00,29599.0
00:10:00,29588.0
00:10:00,29603.0
00:10:00,29598.0
00:10:00,29603.0
00:10:00,29595.0
00:10:00,29599.0
00:10:00,29608.0
00:10:00,29606.0
00:10:00,29605.0
00:10:00,29609.0
00:10:00,29610.0
00:10:00,29620.0
00:10:00,29628.0
00:10:00,29646.0
00:10:00,29660.0
00:10:00,29692.0
00:10:00,29700.0
00:10:00,29755.0
00:10:00,29759.0
00:10:00,29762.0
00:10:00,29757.0
00:10:00,29724.0
00:10:00,29724.0
00:10:00,29715.0
00:10:00,29717.0
00:10:00,29710.0
00:10:00,29716.0
00:10:00,29718.0
00:10:00,29741.0
00:10:00,29742.0
00:10:00,29763.0
00:10:00,29785.0
00:10:00,29759.0
00:10:00,29783.0
00:10:00,29803.0
00:10:00,29814.0
00:10:00,29799.0
00:10:00,29770.0
00:10:00,29778.0
00:10:00,29742.0
00:10:00,29740.0
00:10:00,29728.0
00:10:00,29720.0
00:10:00,29706.0
00:10:00,29744.0
00:10:00,29737.0
00:10:00,29731.0
00:10:00,29759.0
00:10:00,29762.0
00:10:00,29763.0
00:10:00,29709.0
00:10:00,29666.0
00:10:00,29707.0
00:10:00,29786.0
00:10:00,29775.0
00:10:00,29757.0
00:10:00,29583.0
00:10:00,29600.0
00:10:00,29503.0
00:10:00,29607.0
00:10:00,29577.0
00:10:00,29597.0
00:10:00,29606.0
00:10:00,29583.0
00:10:00,29606.0
00:10:00,29609.0
00:10:00,29731.0
00:10:00,29723.0
00:10:00,29754.0
00:10:00,29754.0
00:10:00,29747.0
00:10:00,29753.0
00:10:00,29766.0
00:10:00,29707.0
00:10:00,29732.0
00:10:00,29750.0
00:10:00,29767.0
00:10:00,29760.0
00:10:00,29764.0
00:10:00,29760.0
00:10:00,29757.0
00:10:00,29755.0
00:10:00,29754.0
00:10:00,29748.0
00:10:00,29746.0
00:10:00,29747.0
00:10:00,29745.0
00:10:00,29681.0
00:10:00,29574.0
00:10:00,29745.0
00:10:00,29715.0
00:10:00,29754.0
00:10:00,29738.0
00:10:00,29739.0
00:10:00,29743.0
00:10:00,29769.0
00:10:00,29261.0
00:10:00,29597.0
00:10:00,29522.0
00:10:00,29577.0
00:10:00,29518.0
00:10:00,29492.0
00:10:00,29494.0
00:10:00,29519.0
00:10:00,29487.0
00:10:00,29531.0
00:10:00,29505.0
00:10:00,29529.0
00:10:00,29526.0
00:10:00,29522.0
00:10:00,29535.0
00:10:00,29542.0
00:10:00,29525.0
00:10:00,29558.0
00:10:00,29542.0
00:10:00,29527.0
00:10:00,29541.0
00:10:00,29539.0
00:10:00,29534.0
00:10:00,29520.0
00:10:00,29524.0
00:10:00,29528.0
00:10:00,29527.0
00:10:00,29519.0
00:10:00,29526.0
00:10:00,29547.0
00:10:00,29537.0
00:10:00,29539.0
00:10:00,29532.0
00:10:00,29532.0
00:10:00,29532.0
00:10:00,29534.0
00:10:00,29532.0
00:10:00,29533.0
00:10:00,29518.0
00:10:00,29523.0
00:10:00,29517.0
00:10:00,29512.0
00:10:00,29513.0
00:10:00,29517.0
00:10:00,29513.0
00:10:00,29505.0
00:10:00,29515.0
00:10:00,29508.0
00:10:00,29509.0
00:10:00,29511.0
00:10:00,29510.0
00:10:00,29495.0
00:10:00,29510.0
00:10:00,29497.0
00:10:00,29488.0
00:10:00,29505.0
00:10:00,29495.0
00:10:00,29502.0
00:10:00,29508.0
00:10:00,29508.0
00:10:00,29500.0
00:10:00,29514.0
00:10:00,29493.0
00:10:00,29505.0
00:10:00,29501.0
00:10:00,29501.0
00:10:00,29506.0
00:10:00,29514.0
00:10:00,29514.0
00:10:00,29511.0
00:10:00,29514.0
00:10:00,29517.0
00:10:00,29518.0
00:10:00,29508.0
00:10:00,29525.0
00:10:00,29526.0
00:10:00,29522.0
00:10:00,N
00:10:00,N
00:10:00,N
00:10:00,N
00:10:00,29549.0
00:10:00,29540.0
00:10:00,29544.0
00:10:00,29533.0
00:10:00,29549.0
00:10:00,29548.0
00:10:00,29553.0
00:10:00,29552.0
00:10:00,29546.0
00:10:00,29549.0
00:10:00,29558.0
00:10:00,29549.0
00:10:00,29546.0
00:10:00,29541.0
00:10:00,29548.0
00:10:00,29549.0
00:10:00,29540.0
00:10:00,29541.0
00:10:00,29544.0
00:10:00,29546.0
00:10:00,29548.0
00:10:00,29547.0
00:10:00,29547.0
00:10:00,N
00:10:00,N
00:10:00,29539.0
00:10:00,29529.0
00:10:00,29529.0
00:10:00,29528.0
00:10:00,29523.0
00:10:00,29526.0
00:10:00,29538.0
00:10:00,29521.0
00:10:00,29526.0
00:10:00,29533.0
00:10:00,29535.0
00:10:00,29543.0
00:10:00,29532.0
