DATASET:,Climaps
FILENAME:,station_1957.csv
Timestamp,Humidity,Temperature,Vapor Pressure,Wet-bulb Temperature,Wind Direction,Wind Speed [avg],Wind Speed [max],Wind Speed [min]
00:01:00,0.0,110.0,84.0,110.0,6045.0,157.0,321.0,602.0
00:01:00,0.0,111.0,84.0,111.0,5962.0,171.0,257.0,759.0
00:01:00,0.0,111.0,83.0,111.0,5887.0,179.0,288.0,560.0
00:01:00,0.0,111.0,83.0,111.0,5806.0,191.0,262.0,516.0
00:01:00,0.0,111.0,83.0,111.0,5883.0,202.0,248.0,490.0
00:01:00,0.0,111.0,82.0,111.0,5822.0,164.0,289.0,568.0
00:01:00,0.0,111.0,82.0,111.0,5802.0,156.0,314.0,572.0
00:01:00,0.0,111.0,82.0,111.0,5899.0,177.0,282.0,467.0
00:01:00,0.0,111.0,82.0,111.0,5918.0,164.0,333.0,509.0
00:01:00,0.0,112.0,82.0,112.0,5866.0,174.0,315.0,460.0
00:01:00,0.0,112.0,82.0,112.0,6003.0,158.0,273.0,627.0
00:01:00,0.0,112.0,82.0,112.0,6018.0,112.0,332.0,1378.0
00:01:00,0.0,111.0,82.0,111.0,6036.0,120.0,402.0,926.0
00:01:00,0.0,111.0,82.0,111.0,6070.0,142.0,359.0,779.0
00:01:00,0.0,111.0,82.0,111.0,6177.0,135.0,356.0,689.0
00:01:00,0.0,111.0,81.0,111.0,6196.0,101.0,506.0,802.0
00:01:00,0.0,110.0,81.0,110.0,6196.0,80.0,488.0,1788.0
00:01:00,0.0,110.0,82.0,110.0,6197.0,76.0,537.0,1705.0
00:01:00,0.0,110.0,82.0,110.0,6253.0,109.0,436.0,1151.0
00:01:00,0.0,110.0,82.0,110.0,6284.0,83.0,498.0,1090.0
00:01:00,0.0,110.0,82.0,110.0,6285.0,102.0,471.0,839.0
00:01:00,0.0,110.0,82.0,110.0,6293.0,93.0,492.0,931.0
00:01:00,0.0,110.0,82.0,110.0,6293.0,119.0,391.0,990.0
00:01:00,0.0,110.0,82.0,110.0,6212.0,160.0,321.0,687.0
00:01:00,0.0,111.0,82.0,111.0,5915.0,181.0,301.0,465.0
00:01:00,0.0,111.0,82.0,111.0,5724.0,172.0,322.0,479.0
00:01:00,0.0,111.0,82.0,111.0,5666.0,153.0,366.0,619.0
00:01:00,0.0,111.0,82.0,111.0,5577.0,187.0,243.0,621.0
00:01:00,0.0,111.0,82.0,111.0,5435.0,196.0,260.0,414.0
00:01:00,0.0,111.0,82.0,111.0,5321.0,199.0,278.0,439.0
00:01:00,0.0,111.0,81.0,111.0,5221.0,228.0,257.0,332.0
00:01:00,0.0,111.0,81.0,111.0,5384.0,208.0,258.0,504.0
00:01:00,0.0,111.0,81.0,111.0,5276.0,189.0,269.0,587.0
00:01:00,0.0,111.0,81.0,111.0,5135.0,170.0,240.0,550.0
00:01:00,0.0,111.0,81.0,111.0,5270.0,198.0,268.0,450.0
00:01:00,0.0,111.0,81.0,111.0,5511.0,201.0,260.0,436.0
00:01:00,0.0,111.0,81.0,111.0,5924.0,177.0,311.0,424.0
00:01:00,0.0,111.0,81.0,111.0,5864.0,172.0,312.0,477.0
00:01:00,0.0,111.0,81.0,111.0,5892.0,163.0,280.0,595.0
00:01:00,0.0,111.0,81.0,111.0,6065.0,133.0,365.0,692.0
00:01:00,0.0,111.0,81.0,111.0,6097.0,141.0,350.0,614.0
00:01:00,0.0,111.0,81.0,111.0,6131.0,104.0,518.0,716.0
00:01:00,0.0,110.0,81.0,110.0,6135.0,100.0,455.0,948.0
00:01:00,0.0,110.0,81.0,110.0,6407.0,168.0,302.0,532.0
00:01:00,0.0,110.0,82.0,110.0,6548.0,115.0,380.0,755.0
00:01:00,0.0,110.0,82.0,110.0,6552.0,136.0,350.0,723.0
00:01:00,0.0,111.0,82.0,111.0,6560.0,159.0,335.0,631.0
00:01:00,0.0,111.0,82.0,111.0,6504.0,161.0,294.0,647.0
00:01:00,0.0,111.0,82.0,111.0,6343.0,141.0,343.0,653.0
00:01:00,0.0,111.0,82.0,111.0,6341.0,131.0,377.0,682.0
00:01:00,0.0,111.0,82.0,111.0,6229.0,167.0,320.0,536.0
00:01:00,0.0,111.0,82.0,111.0,6178.0,150.0,300.0,629.0
00:01:00,0.0,111.0,82.0,111.0,5917.0,188.0,282.0,504.0
00:01:00,0.0,112.0,82.0,112.0,5861.0,193.0,280.0,483.0
00:01:00,0.0,112.0,81.0,112.0,5819.0,183.0,271.0,502.0
00:01:00,0.0,112.0,81.0,112.0,5744.0,174.0,311.0,516.0
00:01:00,0.0,112.0,81.0,112.0,5740.0,175.0,266.0,616.0
00:01:00,0.0,112.0,81.0,112.0,5828.0,161.0,329.0,540.0
00:01:00,0.0,111.0,81.0,111.0,5813.0,125.0,402.0,759.0
00:01:00,0.0,111.0,81.0,111.0,5821.0,114.0,434.0,863.0
00:01:00,0.0,111.0,81.0,111.0,5891.0,125.0,386.0,708.0
00:01:00,0.0,110.0,81.0,110.0,5948.0,95.0,375.0,1507.0
00:01:00,0.0,110.0,81.0,110.0,6111.0,129.0,364.0,746.0
00:01:00,0.0,110.0,81.0,110.0,6193.0,129.0,382.0,775.0
00:01:00,0.0,110.0,81.0,110.0,6214.0,43.0,594.0,2047.0
00:01:00,0.0,110.0,81.0,110.0,6215.0,61.0,553.0,2047.0
00:01:00,0.0,110.0,81.0,110.0,6217.0,88.0,486.0,1365.0
00:01:00,0.0,111.0,81.0,111.0,6233.0,107.0,347.0,2047.0
00:01:00,0.0,111.0,81.0,111.0,6248.0,114.0,426.0,731.0
00:01:00,0.0,111.0,80.0,111.0,6242.0,126.0,424.0,647.0
00:01:00,0.0,111.0,80.0,111.0,6250.0,147.0,336.0,578.0
00:01:00,0.0,111.0,80.0,111.0,6249.0,145.0,369.0,553.0
00:01:00,0.0,111.0,80.0,111.0,6190.0,162.0,287.0,655.0
00:01:00,0.0,111.0,80.0,111.0,5981.0,226.0,237.0,362.0
00:01:00,0.0,111.0,80.0,111.0,5978.0,190.0,266.0,451.0
00:01:00,0.0,111.0,80.0,111.0,5998.0,193.0,279.0,469.0
00:01:00,0.0,111.0,80.0,111.0,5909.0,212.0,254.0,367.0
00:01:00,0.0,111.0,80.0,111.0,5688.0,193.0,272.0,418.0
00:01:00,0.0,111.0,80.0,111.0,5652.0,199.0,264.0,399.0
00:01:00,0.0,111.0,80.0,111.0,5616.0,198.0,255.0,465.0
00:01:00,0.0,111.0,80.0,111.0,5631.0,176.0,317.0,493.0
00:01:00,0.0,111.0,80.0,111.0,5631.0,186.0,277.0,481.0
00:01:00,0.0,112.0,80.0,112.0,5624.0,203.0,286.0,401.0
00:01:00,0.0,112.0,80.0,112.0,5624.0,184.0,292.0,535.0
00:01:00,0.0,113.0,80.0,113.0,5668.0,195.0,284.0,396.0
00:01:00,0.0,113.0,80.0,113.0,5678.0,159.0,341.0,615.0
00:01:00,0.0,113.0,79.0,113.0,5701.0,130.0,373.0,705.0
00:01:00,0.0,113.0,79.0,113.0,5705.0,106.0,526.0,713.0
00:01:00,0.0,113.0,79.0,113.0,5705.0,98.0,526.0,984.0
00:01:00,0.0,112.0,79.0,112.0,5706.0,100.0,512.0,999.0
00:01:00,0.0,112.0,79.0,112.0,5773.0,101.0,386.0,1072.0
00:01:00,0.0,112.0,79.0,112.0,5961.0,102.0,384.0,967.0
00:01:00,0.0,111.0,80.0,111.0,6118.0,97.0,412.0,1230.0
00:01:00,0.0,111.0,79.0,111.0,6118.0,77.0,471.0,1503.0
00:01:00,0.0,111.0,80.0,111.0,6119.0,99.0,452.0,1275.0
00:01:00,0.0,110.0,80.0,110.0,6140.0,107.0,330.0,1059.0
00:01:00,0.0,110.0,80.0,110.0,6233.0,116.0,461.0,867.0
00:01:00,0.0,110.0,80.0,110.0,6242.0,99.0,480.0,1080.0
00:01:00,0.0,110.0,80.0,110.0,6255.0,120.0,370.0,1255.0
00:01:00,0.0,110.0,80.0,110.0,6262.0,83.0,568.0,1562.0
00:01:00,0.0,110.0,80.0,110.0,6262.0,95.0,444.0,1006.0
00:01:00,0.0,110.0,80.0,110.0,6262.0,97.0,512.0,1060.0
00:01:00,0.0,109.0,80.0,109.0,6261.0,121.0,378.0,777.0
00:01:00,0.0,109.0,80.0,109.0,6257.0,120.0,373.0,725.0
00:01:00,0.0,109.0,80.0,109.0,6257.0,89.0,476.0,993.0
00:01:00,0.0,109.0,80.0,109.0,6259.0,117.0,415.0,790.0
00:01:00,0.0,109.0,80.0,109.0,6264.0,93.0,622.0,921.0
00:01:00,0.0,108.0,80.0,108.0,6265.0,122.0,391.0,692.0
00:01:00,0.0,108.0,80.0,108.0,6275.0,121.0,404.0,691.0
00:01:00,0.0,109.0,80.0,109.0,6277.0,118.0,397.0,936.0
00:01:00,0.0,109.0,80.0,109.0,6277.0,116.0,371.0,906.0
00:01:00,0.0,109.0,80.0,109.0,6277.0,127.0,399.0,843.0
00:01:00,0.0,109.0,80.0,109.0,6277.0,132.0,378.0,683.0
00:01:00,0.0,109.0,80.0,109.0,6274.0,133.0,389.0,583.0
00:01:00,0.0,110.0,80.0,110.0,6203.0,147.0,329.0,649.0
00:01:00,0.0,110.0,80.0,110.0,6175.0,146.0,343.0,595.0
00:01:00,0.0,111.0,80.0,111.0,6177.0,146.0,371.0,581.0
00:01:00,0.0,111.0,80.0,111.0,6107.0,159.0,304.0,600.0
00:01:00,0.0,111.0,80.0,111.0,6007.0,155.0,305.0,539.0
00:01:00,0.0,111.0,80.0,111.0,5927.0,166.0,314.0,516.0
00:01:00,0.0,111.0,80.0,111.0,5897.0,147.0,374.0,569.0
00:01:00,0.0,112.0,80.0,112.0,5913.0,156.0,376.0,485.0
00:01:00,0.0,112.0,80.0,112.0,5964.0,134.0,410.0,598.0
00:01:00,0.0,112.0,80.0,112.0,5963.0,102.0,547.0,871.0
00:01:00,0.0,111.0,80.0,111.0,5964.0,80.0,550.0,1158.0
00:01:00,0.0,111.0,80.0,111.0,5963.0,69.0,666.0,1409.0
00:01:00,0.0,111.0,80.0,111.0,5962.0,102.0,468.0,1175.0
00:01:00,0.0,110.0,80.0,110.0,5962.0,71.0,748.0,1325.0
00:01:00,0.0,109.0,80.0,109.0,5963.0,69.0,423.0,1984.0
00:01:00,0.0,109.0,80.0,109.0,5962.0,84.0,536.0,1260.0
00:01:00,0.0,109.0,80.0,109.0,6030.0,123.0,367.0,933.0
00:01:00,0.0,108.0,80.0,108.0,6042.0,100.0,451.0,1414.0
00:01:00,0.0,108.0,80.0,108.0,6042.0,95.0,445.0,1095.0
00:01:00,0.0,108.0,80.0,108.0,6042.0,67.0,456.0,2047.0
00:01:00,0.0,108.0,80.0,108.0,6033.0,152.0,348.0,553.0
00:01:00,0.0,108.0,80.0,108.0,6017.0,145.0,379.0,567.0
00:01:00,0.0,109.0,80.0,109.0,6004.0,141.0,370.0,614.0
00:01:00,0.0,109.0,80.0,109.0,5978.0,154.0,341.0,595.0
00:01:00,0.0,109.0,81.0,109.0,5775.0,178.0,310.0,453.0
00:01:00,0.0,110.0,81.0,110.0,5733.0,187.0,299.0,439.0
00:01:00,0.0,111.0,80.0,111.0,5730.0,143.0,382.0,626.0
00:01:00,0.0,111.0,80.0,111.0,5732.0,149.0,369.0,523.0
00:01:00,0.0,111.0,80.0,111.0,5730.0,136.0,418.0,541.0
00:01:00,0.0,111.0,80.0,111.0,5732.0,98.0,406.0,1209.0
00:01:00,0.0,110.0,80.0,110.0,5732.0,49.0,803.0,2047.0
00:01:00,0.0,109.0,80.0,109.0,5733.0,49.0,683.0,2047.0
00:01:00,0.0,109.0,80.0,109.0,5733.0,57.0,531.0,2047.0
00:01:00,0.0,108.0,80.0,108.0,5737.0,77.0,580.0,1171.0
00:01:00,0.0,108.0,80.0,108.0,5746.0,71.0,562.0,2047.0
00:01:00,0.0,108.0,81.0,108.0,5776.0,95.0,478.0,1082.0
00:01:00,0.0,108.0,81.0,108.0,5825.0,89.0,507.0,1279.0
00:01:00,0.0,108.0,81.0,108.0,6148.0,113.0,355.0,1039.0
00:01:00,0.0,108.0,81.0,108.0,6505.0,38.0,771.0,2047.0
00:01:00,0.0,108.0,81.0,108.0,6537.0,86.0,426.0,1201.0
00:01:00,0.0,108.0,81.0,108.0,6567.0,54.0,632.0,2047.0
00:01:00,0.0,109.0,81.0,109.0,6572.0,76.0,378.0,2047.0
00:01:00,0.0,109.0,81.0,109.0,6588.0,68.0,562.0,2047.0
00:01:00,0.0,109.0,81.0,109.0,6587.0,31.0,787.0,2047.0
00:01:00,0.0,109.0,81.0,109.0,6588.0,9.0,1747.0,2047.0
00:01:00,0.0,109.0,81.0,109.0,6589.0,36.0,524.0,2047.0
00:01:00,0.0,109.0,81.0,109.0,6590.0,28.0,1432.0,2047.0
00:01:00,0.0,108.0,81.0,108.0,6590.0,17.0,1833.0,2047.0
00:01:00,0.0,108.0,81.0,108.0,6588.0,69.0,653.0,2047.0
00:01:00,0.0,108.0,81.0,108.0,6577.0,101.0,529.0,1260.0
00:01:00,0.0,107.0,80.0,107.0,5849.0,144.0,349.0,603.0
00:01:00,0.0,105.0,79.0,105.0,4317.0,182.0,289.0,604.0
00:01:00,0.0,102.0,78.0,102.0,4163.0,209.0,266.0,418.0
00:01:00,0.0,100.0,78.0,100.0,4142.0,229.0,271.0,320.0
00:01:00,0.0,99.0,78.0,99.0,4119.0,195.0,273.0,455.0
00:01:00,0.0,96.0,77.0,96.0,4118.0,151.0,349.0,710.0
00:01:00,0.0,95.0,77.0,95.0,4117.0,200.0,292.0,368.0
00:01:00,0.0,94.0,77.0,94.0,4110.0,173.0,293.0,499.0
00:01:00,0.0,93.0,77.0,93.0,4104.0,163.0,348.0,475.0
00:01:00,0.0,93.0,78.0,93.0,4099.0,173.0,331.0,474.0
00:01:00,0.0,93.0,79.0,93.0,4097.0,191.0,303.0,425.0
00:01:00,0.0,94.0,80.0,94.0,4101.0,165.0,310.0,583.0
00:01:00,0.0,95.0,80.0,95.0,4102.0,142.0,392.0,561.0
00:01:00,0.0,95.0,80.0,95.0,4104.0,120.0,431.0,997.0
00:01:00,0.0,95.0,80.0,95.0,4108.0,50.0,508.0,2047.0
00:01:00,0.0,95.0,80.0,95.0,4108.0,1.0,2047.0,2047.0
00:01:00,0.0,95.0,80.0,95.0,4108.0,0.0,2047.0,0.0
00:01:00,0.0,95.0,80.0,95.0,4108.0,0.0,2047.0,0.0
00:01:00,0.0,95.0,81.0,95.0,4108.0,0.0,2047.0,0.0
00:01:00,0.0,95.0,81.0,95.0,4108.0,0.0,2047.0,0.0
00:01:00,0.0,95.0,80.0,95.0,4108.0,0.0,2047.0,0.0
00:01:00,0.0,95.0,80.0,95.0,4108.0,0.0,2047.0,0.0
00:01:00,0.0,95.0,80.0,95.0,4108.0,52.0,590.0,2047.0
00:01:00,0.0,95.0,80.0,95.0,4108.0,123.0,449.0,645.0
00:01:00,0.0,95.0,81.0,95.0,4113.0,135.0,378.0,719.0
00:01:00,0.0,96.0,81.0,96.0,4121.0,123.0,461.0,601.0
00:01:00,0.0,96.0,81.0,96.0,4124.0,135.0,402.0,586.0
00:01:00,0.0,96.0,81.0,96.0,4126.0,158.0,343.0,571.0
00:01:00,0.0,97.0,82.0,97.0,4132.0,131.0,402.0,673.0
00:01:00,0.0,98.0,83.0,98.0,4146.0,103.0,494.0,884.0
00:01:00,0.0,100.0,84.0,100.0,4149.0,93.0,515.0,921.0
00:01:00,0.0,102.0,84.0,102.0,4161.0,104.0,469.0,895.0
00:01:00,0.0,103.0,84.0,103.0,4173.0,106.0,484.0,885.0
00:01:00,0.0,104.0,83.0,104.0,4230.0,86.0,463.0,1436.0
00:01:00,0.0,104.0,82.0,104.0,4241.0,77.0,577.0,1600.0
00:01:00,0.0,105.0,82.0,105.0,4252.0,60.0,788.0,2047.0
00:01:00,0.0,106.0,83.0,106.0,4253.0,62.0,851.0,1414.0
00:01:00,0.0,106.0,82.0,106.0,4253.0,21.0,1057.0,2047.0
00:01:00,0.0,106.0,83.0,106.0,4253.0,1.0,2047.0,2047.0
00:01:00,0.0,107.0,82.0,107.0,4253.0,0.0,2047.0,0.0
00:01:00,0.0,107.0,82.0,107.0,4253.0,0.0,2047.0,0.0
00:01:00,0.0,108.0,82.0,108.0,4253.0,0.0,2047.0,0.0
00:01:00,0.0,108.0,82.0,108.0,4253.0,0.0,2047.0,0.0
00:01:00,0.0,108.0,82.0,108.0,4253.0,0.0,2047.0,0.0
00:01:00,0.0,108.0,82.0,108.0,4253.0,0.0,2047.0,0.0
00:01:00,0.0,107.0,82.0,107.0,4253.0,0.0,2047.0,0.0
00:01:00,0.0,108.0,83.0,108.0,4253.0,0.0,2047.0,0.0
00:01:00,0.0,108.0,83.0,108.0,4253.0,0.0,2047.0,0.0
00:01:00,0.0,108.0,83.0,108.0,4253.0,0.0,2047.0,0.0
00:01:00,0.0,107.0,82.0,107.0,4253.0,0.0,2047.0,0.0
00:01:00,0.0,107.0,82.0,107.0,4253.0,99.0,504.0,2047.0
00:01:00,0.0,106.0,81.0,106.0,4249.0,144.0,333.0,556.0
00:01:00,0.0,105.0,80.0,105.0,4233.0,174.0,281.0,577.0
00:01:00,0.0,103.0,79.0,103.0,4148.0,211.0,273.0,346.0
00:01:00,0.0,100.0,78.0,100.0,4119.0,220.0,263.0,337.0
00:01:00,0.0,96.0,76.0,96.0,4113.0,176.0,308.0,525.0
00:01:00,0.0,94.0,76.0,94.0,4104.0,191.0,314.0,377.0
00:01:00,0.0,91.0,76.0,91.0,4101.0,174.0,328.0,447.0
00:01:00,0.0,89.0,76.0,89.0,4098.0,155.0,334.0,503.0
00:01:00,0.0,88.0,77.0,88.0,4097.0,122.0,371.0,907.0
00:01:00,0.0,88.0,77.0,88.0,4096.0,111.0,440.0,709.0
00:01:00,0.0,88.0,78.0,88.0,4096.0,95.0,582.0,866.0
00:01:00,0.0,88.0,78.0,88.0,4096.0,75.0,704.0,1105.0
00:01:00,0.0,89.0,78.0,89.0,4096.0,45.0,921.0,2047.0
00:01:00,0.0,89.0,79.0,89.0,4096.0,2.0,2047.0,2047.0
00:01:00,0.0,89.0,79.0,89.0,4096.0,0.0,2047.0,0.0
00:01:00,0.0,89.0,79.0,89.0,4096.0,0.0,2047.0,0.0
00:01:00,0.0,90.0,79.0,90.0,4096.0,0.0,2047.0,0.0
00:01:00,0.0,91.0,81.0,91.0,4096.0,20.0,751.0,2047.0
00:01:00,0.0,92.0,81.0,92.0,4100.0,37.0,628.0,2047.0
00:01:00,0.0,93.0,82.0,93.0,4114.0,74.0,471.0,2026.0
00:01:00,0.0,94.0,82.0,94.0,4238.0,92.0,447.0,1822.0
00:01:00,0.0,95.0,83.0,95.0,4372.0,63.0,615.0,2047.0
00:01:00,0.0,97.0,83.0,97.0,4381.0,63.0,628.0,1845.0
00:01:00,0.0,98.0,84.0,98.0,4512.0,83.0,527.0,2047.0
00:01:00,0.0,101.0,84.0,101.0,4697.0,63.0,501.0,2047.0
00:01:00,0.0,102.0,84.0,102.0,4795.0,20.0,754.0,2047.0
00:01:00,0.0,103.0,84.0,103.0,4797.0,7.0,1301.0,2047.0
00:01:00,0.0,103.0,84.0,103.0,4798.0,0.0,2047.0,0.0
00:01:00,0.0,104.0,83.0,104.0,4798.0,23.0,871.0,2047.0
00:01:00,0.0,103.0,82.0,103.0,4640.0,133.0,317.0,833.0
00:01:00,0.0,102.0,81.0,102.0,4211.0,180.0,315.0,411.0
00:01:00,0.0,99.0,78.0,99.0,20.0,166.0,292.0,487.0
00:01:00,0.0,96.0,77.0,96.0,21.0,149.0,295.0,580.0
00:01:00,0.0,92.0,77.0,92.0,13.0,180.0,292.0,469.0
00:01:00,0.0,90.0,76.0,90.0,11.0,127.0,402.0,709.0
00:01:00,0.0,89.0,76.0,89.0,13.0,130.0,382.0,650.0
00:01:00,0.0,87.0,76.0,87.0,9.0,167.0,323.0,469.0
00:01:00,0.0,87.0,76.0,87.0,1.0,178.0,318.0,482.0
00:01:00,0.0,86.0,77.0,86.0,4096.0,172.0,326.0,432.0
00:01:00,0.0,86.0,77.0,86.0,4096.0,173.0,328.0,410.0
00:01:00,0.0,86.0,77.0,86.0,4101.0,136.0,387.0,859.0
00:01:00,0.0,86.0,77.0,86.0,4102.0,95.0,541.0,951.0
00:01:00,0.0,85.0,77.0,85.0,4102.0,50.0,794.0,2012.0
00:01:00,0.0,85.0,77.0,85.0,4102.0,19.0,1728.0,2047.0
00:01:00,0.0,84.0,77.0,84.0,4102.0,0.0,2047.0,0.0
00:01:00,0.0,84.0,77.0,84.0,4102.0,0.0,2047.0,0.0
00:01:00,0.0,85.0,78.0,85.0,4102.0,3.0,2047.0,2047.0
00:01:00,0.0,86.0,79.0,86.0,4102.0,27.0,1127.0,2047.0
00:01:00,0.0,87.0,80.0,87.0,4102.0,45.0,1227.0,2047.0
00:01:00,0.0,87.0,80.0,87.0,4102.0,65.0,777.0,1427.0
00:01:00,0.0,87.0,80.0,87.0,4102.0,83.0,687.0,945.0
00:01:00,0.0,87.0,80.0,87.0,4101.0,73.0,704.0,1128.0
00:01:00,0.0,87.0,80.0,87.0,4101.0,87.0,532.0,1063.0
00:01:00,0.0,87.0,80.0,87.0,4098.0,120.0,489.0,596.0
00:01:00,0.0,88.0,80.0,88.0,4096.0,135.0,407.0,542.0
00:01:00,0.0,88.0,80.0,88.0,4096.0,145.0,404.0,514.0
00:01:00,0.0,88.0,80.0,88.0,4096.0,151.0,355.0,548.0
00:01:00,0.0,87.0,79.0,87.0,0.0,143.0,410.0,542.0
00:01:00,0.0,87.0,79.0,87.0,0.0,150.0,353.0,507.0
00:01:00,0.0,85.0,78.0,85.0,0.0,153.0,349.0,530.0
00:01:00,0.0,83.0,77.0,83.0,1.0,160.0,317.0,572.0
00:01:00,0.0,83.0,77.0,83.0,1.0,138.0,381.0,620.0
00:01:00,0.0,82.0,77.0,82.0,1.0,123.0,422.0,612.0
00:01:00,0.0,82.0,77.0,82.0,1.0,110.0,509.0,762.0
00:01:00,0.0,82.0,77.0,82.0,1.0,70.0,720.0,1471.0
00:01:00,0.0,82.0,78.0,82.0,2.0,79.0,651.0,1082.0
00:01:00,0.0,82.0,78.0,82.0,1.0,74.0,786.0,1028.0
00:01:00,0.0,82.0,78.0,82.0,1.0,63.0,889.0,1317.0
00:01:00,0.0,83.0,79.0,83.0,1.0,59.0,891.0,1642.0
00:01:00,0.0,83.0,79.0,83.0,2.0,74.0,714.0,1101.0
00:01:00,0.0,83.0,79.0,83.0,1.0,100.0,500.0,968.0
00:01:00,0.0,83.0,78.0,83.0,1.0,134.0,455.0,534.0
00:01:00,0.0,81.0,77.0,81.0,2.0,129.0,443.0,573.0
00:01:00,0.0,81.0,77.0,81.0,2.0,118.0,477.0,630.0
00:01:00,0.0,79.0,77.0,79.0,2.0,139.0,379.0,594.0
00:01:00,0.0,79.0,77.0,79.0,4.0,160.0,376.0,475.0
00:01:00,0.0,79.0,77.0,79.0,11.0,159.0,345.0,532.0
00:01:00,0.0,79.0,77.0,79.0,11.0,158.0,356.0,471.0
00:01:00,0.0,79.0,77.0,79.0,11.0,150.0,369.0,497.0
00:01:00,0.0,78.0,76.0,78.0,11.0,167.0,340.0,456.0
00:01:00,0.0,78.0,76.0,78.0,6.0,199.0,281.0,390.0
00:01:00,0.0,77.0,76.0,77.0,2.0,184.0,303.0,425.0
00:01:00,0.0,78.0,77.0,78.0,1.0,192.0,294.0,391.0
00:01:00,0.0,78.0,77.0,78.0,2.0,181.0,319.0,441.0
00:01:00,0.0,78.0,77.0,78.0,3.0,178.0,325.0,433.0
00:01:00,0.0,79.0,78.0,79.0,3.0,180.0,327.0,409.0
00:01:00,0.0,79.0,78.0,79.0,2.0,165.0,333.0,470.0
00:01:00,0.0,79.0,78.0,79.0,2.0,133.0,373.0,650.0
00:01:00,0.0,80.0,78.0,80.0,3.0,116.0,468.0,721.0
00:01:00,0.0,80.0,78.0,80.0,2.0,131.0,387.0,670.0
00:01:00,0.0,79.0,77.0,79.0,3.0,158.0,357.0,488.0
00:01:00,0.0,78.0,77.0,78.0,3.0,124.0,412.0,613.0
00:01:00,0.0,77.0,76.0,77.0,3.0,161.0,336.0,535.0
00:01:00,0.0,76.0,75.0,76.0,3.0,190.0,310.0,384.0
00:01:00,0.0,75.0,75.0,75.0,3.0,176.0,331.0,430.0
00:01:00,0.0,75.0,75.0,75.0,3.0,193.0,281.0,440.0
00:01:00,0.0,74.0,75.0,74.0,2.0,232.0,242.0,334.0
00:01:00,0.0,73.0,75.0,73.0,0.0,258.0,229.0,295.0
00:01:00,0.0,73.0,75.0,73.0,0.0,222.0,247.0,399.0
00:01:00,0.0,72.0,74.0,72.0,0.0,231.0,236.0,341.0
00:01:00,0.0,72.0,74.0,72.0,0.0,197.0,292.0,412.0
00:01:00,0.0,72.0,74.0,72.0,0.0,153.0,327.0,556.0
00:01:00,0.0,71.0,74.0,71.0,0.0,143.0,393.0,528.0
00:01:00,0.0,71.0,74.0,71.0,0.0,170.0,316.0,524.0
00:01:00,0.0,71.0,74.0,71.0,0.0,202.0,282.0,387.0
00:01:00,0.0,70.0,74.0,70.0,0.0,200.0,293.0,384.0
00:01:00,0.0,70.0,74.0,70.0,0.0,199.0,292.0,411.0
00:01:00,0.0,70.0,74.0,70.0,4096.0,215.0,257.0,413.0
00:01:00,0.0,70.0,74.0,70.0,4096.0,229.0,231.0,336.0
00:01:00,0.0,70.0,74.0,70.0,4096.0,232.0,245.0,365.0
00:01:00,0.0,70.0,74.0,70.0,4096.0,236.0,251.0,350.0
00:01:00,0.0,70.0,74.0,70.0,4096.0,231.0,250.0,322.0
