,,,CoderPCA,5,5,5,5,5,5,5,5,,77.64,74.55,72.29,70.82,68.8,67.06,65.26,61.89
,,,CoderAPCA,5,10,25,25,25,25,25,25,,83.02,76.65,69.76,64.95,57.01,51.2,45.74,37.22
,,,CoderPWLH,25,25,25,25,25,25,25,25,,219.04,201.73,187.73,178.14,162.43,151.65,140.71,121.42
,,,CoderPWLHint,25,25,25,25,25,25,25,25,,79.63,77.14,75.23,73.36,69.31,66.39,63.74,59.18
,,,CoderGAMPS,5,10,25,25,25,25,25,25,,88.66,83.66,76.09,72.6,65.03,60.53,56.31,50.47
,,DHI
,,,CoderPCA,5,5,5,5,5,5,5,5,,80.67,79.08,76.39,75.5,73.78,72.34,70.33,67.02
,,,CoderAPCA,5,5,10,10,25,25,25,25,,86.56,82.47,76.16,72.38,64.77,57.75,51.17,41.55
,,,CoderPWLH,25,25,25,25,25,25,25,25,,232.17,217.96,199.65,189.58,172.02,156.98,143.91,124.81
,,,CoderPWLHint,10,10,10,10,25,25,25,25,,83.35,83.35,78.71,75.99,70.85,66.57,63.01,57.44
,,,CoderGAMPS,5,5,10,25,25,25,25,25,,88.32,88.01,79.4,74.52,68.53,62.48,59.12,52.57
,solar-anywhere-2013.csv
,,GHI
,,,CoderPCA,5,5,5,5,5,5,5,5,,80.38,76.34,74.82,73.61,71.53,69.76,67.98,64.33
,,,CoderAPCA,5,5,25,25,25,25,25,25,,87.02,80.4,76.82,72.32,63.3,56.47,50.46,40.31
,,,CoderPWLH,25,25,25,25,25,25,25,25,,232.15,207.4,192.58,180.17,158.46,142.76,131.14,113.68
,,,CoderPWLHint,10,10,25,25,25,25,25,25,,83.48,81.39,79.02,76.28,70.15,65.87,62.9,58.27
,,,CoderGAMPS,5,10,25,25,25,25,25,25,,88.56,80.79,71.87,68.22,59.62,54.62,50.17,43.89
,,DNI
,,,CoderPCA,5,5,5,5,5,5,5,5,,77.63,74.95,72.76,71.29,69.26,67.4,65.54,62.23
,,,CoderAPCA,5,10,25,25,25,25,25,25,,83.25,77.26,70.59,65.76,57.82,51.7,46.1,37.42
,,,CoderPWLH,25,25,25,25,25,25,25,25,,219.17,202.75,189.21,180.57,165.66,153.7,142.63,123.32
,,,CoderPWLHint,25,25,25,25,25,25,25,25,,79.68,77.55,75.67,74.05,70.55,67.31,64.63,59.81
,,,CoderGAMPS,5,10,25,25,25,25,25,25,,89.28,85.05,79.9,75.03,68.27,63.52,59.67,53.07
,,DHI
,,,CoderPCA,5,5,5,5,5,5,5,5,,80.38,78.81,76.2,75.33,73.73,72.38,70.9,67.55
,,,CoderAPCA,5,5,5,10,25,25,25,25,,86.54,82.71,76.72,73.09,64.92,58.2,51.98,41.85
,,,CoderPWLH,25,25,25,25,25,25,25,25,,231.54,218.33,199.87,190.18,171.2,156.62,144.28,124.84
,,,CoderPWLHint,10,10,10,25,25,25,25,25,,83.31,83.31,78.92,76.17,70.46,66.11,62.41,56.84
,,,CoderGAMPS,5,5,10,25,25,25,25,25,,88.8,88.5,80.58,76.06,67.94,64.19,60.54,53.57
,solar-anywhere-2014.csv
,,GHI
,,,CoderPCA,5,5,5,5,5,5,5,5,,80.5,76.56,74.89,73.85,71.49,69.44,67.52,63.68
,,,CoderAPCA,5,5,25,25,25,25,25,25,,86.78,80.24,76.19,71.72,62.62,55.98,50.24,39.75
,,,CoderPWLH,25,25,25,25,25,25,25,25,,231.38,207.41,192.44,179.35,155.25,139.92,128.31,110.37
,,,CoderPWLHint,10,10,25,25,25,25,25,25,,83.2,81.53,79.02,76.4,69.67,65.32,62.06,57.15
,,,CoderGAMPS,5,10,25,25,25,25,25,25,,87.87,79.45,69.85,65.97,57.46,51.88,47.96,41.69
,,DNI
,,,CoderPCA,5,5,5,5,5,5,5,5,,78.09,75.29,72.9,71.4,69.21,67.47,65.42,62.29
,,,CoderAPCA,5,10,25,25,25,25,25,25,,83.16,77.2,70.39,65.74,57.27,51.05,45.05,36.89
,,,CoderPWLH,25,25,25,25,25,25,25,25,,219.6,203.4,189.1,180.4,164.63,152.26,140.53,121.07
,,,CoderPWLHint,25,25,25,25,25,25,25,25,,79.84,77.76,75.95,74.0,69.93,66.7,63.77,58.78
,,,CoderGAMPS,5,10,25,25,25,25,25,25,,88.71,83.77,76.38,72.99,65.07,60.46,56.27,50.07
,,DHI
,,,CoderPCA,5,5,5,5,5,5,5,5,,80.49,79.06,76.29,75.21,73.7,72.2,70.68,67.08
,,,CoderAPCA,5,5,10,10,25,25,25,25,,86.09,82.08,75.79,71.78,64.22,57.13,51.09,41.2
,,,CoderPWLH,25,25,25,25,25,25,25,25,,230.47,217.33,198.46,188.38,170.51,155.53,142.97,123.01
,,,CoderPWLHint,10,10,10,10,25,25,25,25,,82.89,82.89,78.43,75.62,70.46,65.92,62.17,56.35
,,,CoderGAMPS,5,5,10,25,25,25,25,25,,88.09,87.75,78.99,74.27,68.22,62.01,58.59,51.82
ElNino
,el-nino.csv
,,Lat
,,,CoderPCA,5,5,5,5,5,5,5,10,,72.56,72.56,72.06,69.52,58.67,49.55,45.14,34.16
,,,CoderAPCA,10,10,25,25,25,25,50,100,,46.71,46.71,46.33,44.14,35.53,28.7,24.97,16.96
,,,CoderPWLH,25,25,25,50,100,100,200,200,,161.7,161.7,160.28,152.76,120.67,93.43,79.44,52.0
,,,CoderPWLHint,25,25,25,25,25,25,25,50,,63.93,63.93,63.93,63.93,63.38,60.53,55.34,48.22
,,,CoderGAMPS,10,10,10,10,10,10,10,10,,66.42,66.42,66.42,66.42,66.42,66.42,66.42,66.42
,,Long
,,,CoderPCA,5,5,5,5,10,10,10,10,,79.44,78.12,62.13,57.48,46.6,38.29,31.56,22.21
,,,CoderAPCA,10,10,25,25,50,50,100,200,,49.94,49.1,37.2,33.48,24.75,18.99,14.31,7.13
,,,CoderPWLH,25,25,50,100,200,200,200,200,,129.78,127.18,94.86,84.58,60.29,45.5,33.88,16.86
,,,CoderPWLHint,25,25,25,25,50,50,100,100,,69.94,69.3,68.52,63.02,49.96,45.01,39.98,32.37
,,,CoderGAMPS,10,10,10,10,10,10,10,10,,67.02,67.02,67.02,67.02,67.02,67.02,67.02,67.02
,,Zonal Winds
,,,CoderPCA,200,200,200,200,200,200,5,5,,100.06,100.06,100.06,100.06,100.06,100.06,97.78,89.52
,,,CoderAPCA,5,5,5,5,5,5,5,5,,128.27,128.27,114.97,109.15,94.48,80.73,69.93,55.05
,,,CoderPWLH,5,5,5,5,5,10,10,10,,359.88,359.88,337.9,327.48,298.32,268.16,237.87,189.37
,,,CoderPWLHint,5,5,5,5,5,5,5,10,,114.98,114.98,114.98,112.45,103.44,93.43,84.58,69.44
,,,CoderGAMPS,5,5,5,5,5,5,5,5,,139.16,139.16,139.16,138.52,138.52,125.98,125.42,114.01
,,Merid. Winds
,,,CoderPCA,200,200,200,200,200,200,5,5,,100.06,100.06,100.06,100.06,100.06,100.06,99.6,94.46
,,,CoderAPCA,5,5,5,5,5,5,5,5,,128.87,128.87,117.93,114.66,100.76,89.09,80.06,64.78
,,,CoderPWLH,5,5,5,5,5,5,10,10,,360.5,360.5,343.86,338.78,314.27,291.43,271.09,226.1
,,,CoderPWLHint,5,5,5,5,5,5,5,5,,115.17,115.17,115.17,114.32,106.95,99.49,93.1,80.82
,,,CoderGAMPS,5,5,5,5,5,5,5,5,,139.62,139.62,139.62,138.98,138.98,127.97,127.97,117.16
,,Humidity
,,,CoderPCA,200,200,200,200,200,200,5,5,,100.05,100.05,100.05,100.05,100.05,100.05,98.96,92.39
,,,CoderAPCA,5,5,5,5,5,5,5,5,,123.35,122.86,118.67,109.53,95.85,84.48,74.12,58.84
,,,CoderPWLH,5,5,5,5,5,5,10,10,,324.05,322.28,312.97,302.12,277.15,255.53,231.51,187.57
,,,CoderPWLHint,5,5,5,5,5,5,5,10,,113.45,113.45,112.84,109.65,100.79,93.26,85.42,71.34
,,,CoderGAMPS,5,5,5,5,5,5,5,5,,135.0,135.0,134.93,134.93,130.88,122.25,122.18,118.28
,,AirTemp
,,,CoderPCA,200,200,200,5,5,5,5,5,,100.04,100.04,100.04,99.51,92.06,83.33,76.46,65.93
,,,CoderAPCA,5,5,5,5,5,5,10,10,,118.48,114.41,99.09,89.19,72.01,61.76,54.07,42.77
,,,CoderPWLH,5,5,5,10,10,25,25,50,,271.93,262.45,242.15,224.91,189.19,162.86,143.02,115.37
,,,CoderPWLHint,5,5,5,5,10,10,25,25,,110.94,110.19,102.62,94.95,81.71,71.21,62.99,51.09
,,,CoderGAMPS,5,5,5,5,5,5,5,5,,129.5,129.27,125.85,125.61,118.54,109.04,105.77,92.85
,,SST
,,,CoderPCA,200,200,5,5,5,5,5,5,,100.04,100.04,97.19,90.94,75.2,62.38,52.29,39.32
,,,CoderAPCA,5,5,5,5,10,25,25,25,,119.57,100.54,79.15,65.47,45.38,34.34,26.15,17.51
,,,CoderPWLH,5,5,10,10,25,50,50,100,,270.61,239.37,197.74,166.32,114.81,85.95,65.55,42.01
,,,CoderPWLHint,5,5,5,10,25,25,25,50,,110.37,107.64,90.14,76.65,53.82,40.26,31.41,20.57
,,,CoderGAMPS,5,5,5,5,5,5,5,5,,130.13,130.13,129.78,129.78,121.16,113.71,106.5,99.95
NOAA-SPC-hail
,noaa_spc-hail.csv
,,Lat
,,,CoderPCA,200,200,200,5,5,5,5,5,,100.04,100.04,100.04,98.86,93.57,88.43,84.06,74.33
,,,CoderAPCA,5,5,5,5,5,5,10,10,,122.94,109.2,95.88,87.8,75.11,67.3,60.45,48.54
,,,CoderPWLH,5,5,5,5,10,10,25,25,,278.93,265.86,251.37,240.05,214.54,197.06,181.21,154.31
,,,CoderPWLHint,5,5,5,5,5,10,10,25,,112.87,108.38,102.29,97.6,89.01,81.83,75.55,65.54
,,,CoderGAMPS,5,5,5,5,5,5,5,5,,122.94,113.83,105.19,98.3,87.8,80.58,75.11,66.98
,,Long
,,,CoderPCA,200,200,5,5,5,5,5,5,,100.04,100.04,100.01,97.72,90.59,83.04,76.63,66.25
,,,CoderAPCA,5,5,5,5,5,10,10,25,,121.69,107.59,91.18,81.73,67.55,58.15,50.7,40.38
,,,CoderPWLH,5,5,5,10,10,25,25,25,,257.65,243.87,225.73,211.49,184.8,164.94,148.67,125.57
,,,CoderPWLHint,5,5,5,5,10,10,10,25,,111.93,106.56,98.38,92.57,82.25,73.54,67.18,56.87
,,,CoderGAMPS,5,5,5,5,5,5,5,10,,121.69,114.03,101.18,93.78,81.73,73.42,67.55,58.15
,,Size
,,,CoderPCA,5,5,5,5,5,5,5,5,,96.83,96.81,96.81,96.81,96.78,96.78,96.78,90.57
,,,CoderAPCA,5,5,5,5,5,5,5,5,,85.57,85.55,85.55,85.54,85.52,85.48,85.47,67.37
,,,CoderPWLH,10,10,10,10,10,10,10,10,,297.52,296.09,293.86,291.62,286.08,277.82,271.39,246.68
,,,CoderPWLHint,5,5,5,5,5,5,5,5,,103.01,103.01,102.43,101.74,100.15,97.35,95.32,87.77
,,,CoderGAMPS,5,5,5,5,5,5,5,5,,85.57,85.55,85.55,85.55,85.54,85.54,85.52,85.48
NOAA-SPC-tornado
,noaa_spc-tornado.csv
,,Lat
,,,CoderPCA,200,200,5,5,5,5,5,5,,100.04,100.04,97.41,93.57,85.05,77.89,73.74,64.91
,,,CoderAPCA,5,5,5,5,10,10,10,25,,119.86,91.15,74.54,67.89,57.17,48.97,43.74,34.87
,,,CoderPWLH,5,5,10,10,25,25,25,25,,278.06,238.51,207.47,189.2,161.77,142.38,129.66,108.78
,,,CoderPWLHint,5,5,5,10,10,25,25,25,,112.39,98.26,86.32,78.86,67.89,60.24,55.04,46.14
,,,CoderGAMPS,5,5,5,5,5,5,10,10,,119.86,99.23,84.4,76.29,67.89,61.89,57.17,48.97
,,Long
,,,CoderPCA,200,200,5,5,5,5,5,5,,100.04,100.04,94.79,87.93,78.07,72.15,66.65,57.72
,,,CoderAPCA,5,5,5,5,10,10,25,25,,118.31,87.19,67.64,60.32,47.31,41.36,36.3,29.15
,,,CoderPWLH,5,10,10,25,25,25,25,50,,256.8,206.4,171.34,155.39,125.23,109.66,98.3,83.82
,,,CoderPWLHint,5,5,10,10,25,25,25,25,,111.45,92.03,76.53,69.73,56.52,49.66,44.69,38.09
,,,CoderGAMPS,5,5,5,5,5,10,10,10,,118.31,98.82,80.26,70.99,59.94,52.43,47.31,41.36
NOAA-SPC-wind
,noaa_spc-wind.csv
,,Lat
,,,CoderPCA,200,200,200,5,5,5,5,5,,100.04,100.04,100.04,98.25,92.4,87.1,82.57,74.67
,,,CoderAPCA,5,5,5,5,5,5,10,10,,120.84,108.29,94.22,85.87,72.9,65.08,58.97,49.11
,,,CoderPWLH,5,5,5,5,10,10,10,25,,258.23,248.82,236.03,226.87,208.47,193.87,182.87,164.76
,,,CoderPWLHint,5,5,5,5,5,10,10,10,,112.52,109.2,103.39,99.29,92.06,86.54,81.59,74.11
,,,CoderGAMPS,5,5,5,5,5,5,5,5,,120.84,112.67,104.54,96.78,85.87,78.31,72.9,65.08
,,Long
,,,CoderPCA,200,200,5,5,5,5,5,5,,100.04,100.04,97.9,93.86,86.34,80.58,75.32,66.71
,,,CoderAPCA,5,5,5,5,5,10,10,25,,119.58,101.24,84.55,76.49,64.8,56.76,50.31,41.24
,,,CoderPWLH,5,5,5,10,10,25,25,25,,239.87,225.04,209.52,198.81,180.02,167.65,156.75,140.63
,,,CoderPWLHint,5,5,5,5,10,10,10,25,,111.64,105.28,97.81,93.56,85.6,79.72,75.05,68.03
,,,CoderGAMPS,5,5,5,5,5,5,5,10,,119.58,109.24,94.98,87.62,76.12,69.49,64.8,56.63
,,Speed
,,,CoderPCA,200,5,5,5,5,5,5,5,,100.04,73.75,59.19,45.72,36.65,33.87,32.52,31.1
,,,CoderAPCA,5,10,25,25,25,50,50,100,,104.93,46.2,29.15,24.82,16.41,12.71,10.8,8.68
,,,CoderPWLH,10,10,50,50,50,50,50,50,,167.46,147.95,94.95,94.75,94.49,94.26,94.15,93.93
,,,CoderPWLHint,10,10,25,25,25,25,25,25,,69.66,62.94,41.85,41.76,41.64,41.56,41.51,41.45
,,,CoderGAMPS,5,5,10,10,25,25,25,50,,104.93,56.02,39.5,33.48,24.82,18.52,16.41,12.69
