DATASET:,NOAA
Timestamp,T0N110W,T0N125W,T0N140W,T0N155W,T0N165E,T0N170W,T0N180W,T0N95W,T2N110W,T2N125W,T2N140W,T2N155W,T2N165E,T2N170W,T2N180W,T2N95W,T2S110W,T2S125W,T2S140W,T2S155W,T2S165E,T2S170W,T2S180W,T2S95W,T5N110W,T5N125W,T5N140W,T5N155W,T5N165E,T5N170W,T5N180W,T5N95W,T5S110W,T5S125W,T5S140W,T5S155W,T5S165E,T5S170W,T5S180W,T5S95W,T8N110W,T8N125W,T8N155W,T8N165E,T8N170W,T8N180W,T8N95W,T8S110W,T8S125W,T8S155W,T8S165E,T8S170W,T8S180W,T8S95W,T9N140W
00:10:00,20882,N,23273,N,N,N,N,23950,23744,24071,26088,27064,29478,27293,N,N,22288,23735,23826,27466,30203,28355,N,20995,25827,25137,26021,27867,30083,28501,29457,N,23904,25415,26799,27732,N,28902,N,N,27818,28121,N,29787,29094,N,N,23806,25775,28373,30103,N,N,22121,28077
00:10:00,20821,N,23262,N,N,N,N,23946,23766,24081,26054,27065,29470,27302,N,N,22282,23738,23828,27449,30207,28349,N,20971,25824,25135,26015,27871,30078,28490,29460,N,23903,25418,26792,27711,N,28911,N,N,27820,28090,N,29788,29099,N,N,23805,25770,28367,30111,N,N,22117,28070
00:10:00,20756,N,23263,N,N,N,N,23896,23782,24089,26024,27067,29460,27303,N,N,22296,23745,23829,27449,30204,28347,N,20904,25821,25121,26017,27857,30067,28494,29459,N,23896,25409,26790,27710,N,28903,N,N,27823,28070,N,29791,29093,N,N,23800,25777,28356,30125,N,N,22124,28063
00:10:00,20737,N,23268,N,N,N,N,23939,23759,24086,25962,N,29469,27292,N,N,22290,23743,23810,27457,30204,28351,N,20850,25824,25129,26017,27855,30066,28485,29456,N,23904,25406,26789,27677,N,28898,N,N,27828,28056,N,29787,29094,N,N,23799,25776,28343,30120,N,N,22120,28068
00:10:00,20718,N,23240,N,N,N,N,23940,23746,24133,25947,N,29452,27296,N,N,22283,23745,23791,27440,30206,28342,N,20816,N,25121,N,27860,30066,28477,29458,N,23894,25400,26793,27678,N,28896,N,N,27826,28059,N,29780,29089,N,N,23805,25772,28330,30114,N,N,22120,28062
00:10:00,20660,N,N,N,30025,N,27977,23992,23749,24212,26022,27048,29451,27290,28505,N,22282,23747,23786,27448,30214,28324,28624,20825,25800,25103,25984,27857,30063,28478,29431,N,23895,N,26783,27662,N,28863,N,N,27832,28082,N,29773,29080,N,N,23802,25770,28325,30126,29399,30000,22118,28048
00:10:00,20576,N,23240,N,30036,N,27975,23973,23753,24108,25973,27045,29436,27295,28505,N,22253,23741,23784,27438,30209,28343,28614,20822,25817,25103,26002,27859,30062,28472,29441,N,23890,25396,26774,27667,N,28886,N,N,27826,28074,N,29767,29088,N,N,23797,25773,28323,30124,29432,30001,22115,28060
00:10:00,20622,N,23191,N,30038,N,27965,23974,23729,24106,25970,27043,29451,27290,28504,N,22272,23744,23786,27442,30205,28340,28607,20854,25816,25093,25999,27857,30063,28475,29429,N,23887,25398,26769,27666,N,28884,N,N,27826,28072,N,29757,29103,N,N,23792,25767,28309,30125,29418,30004,22109,28047
00:10:00,20659,N,23222,N,30024,N,27963,23929,23720,24216,25952,27009,29454,27282,28504,N,22274,23743,23778,27445,30204,28326,28622,20826,25810,25099,25998,27844,30053,28473,29441,N,23887,25401,26770,27674,N,28877,N,N,27833,28085,N,29760,N,N,N,23794,25762,28295,30116,29420,29983,22111,28050
00:10:00,20683,N,23201,N,30023,N,27965,23912,23713,24231,25965,27015,29445,27278,28503,N,22273,23748,23774,27437,30204,28329,28608,20806,25807,25091,25992,27842,30059,28476,29438,N,23874,25400,26770,27668,N,28865,N,N,27833,28073,N,29756,29077,N,N,23791,25762,28277,30114,29413,29991,22113,28041
00:10:00,20662,N,23139,N,30041,N,27959,23911,23716,24227,25994,27022,29447,27285,28500,N,22272,23747,23769,27437,30212,28330,28600,20795,N,25098,N,27851,30051,28472,29436,N,23874,25396,26770,27655,N,28869,N,22080,27833,28067,N,29748,29091,N,N,23790,25762,28296,30133,29411,29992,22109,28045
00:10:00,20692,N,N,N,30025,N,27965,23913,23713,24166,25921,27018,29437,27272,28502,N,22251,23760,23772,27440,30206,28309,28610,20769,N,25075,25980,27846,30060,28452,29408,N,23872,N,26770,27662,N,28860,N,N,27833,28061,N,29744,29099,N,N,23788,25762,28279,30117,29367,29987,22115,28058
00:10:00,20659,N,23193,N,30027,N,27950,23943,23700,24197,25940,27005,29456,27277,28494,N,22246,23754,23768,27435,30196,28323,28603,20740,25794,25087,25984,27841,30058,28471,29420,N,23881,25393,26770,27669,N,28865,N,N,27833,28061,N,29747,29094,N,N,23788,25762,28280,30118,29396,29994,22113,28035
00:10:00,20653,N,23149,N,30030,N,27944,23903,23679,24202,25930,27010,29433,27274,28499,N,22235,23757,23762,27443,30201,28318,28602,20729,25791,25069,25989,27837,30057,28465,29427,N,23882,25395,26770,27665,N,28874,N,N,27833,28062,N,29747,29089,N,N,23783,25762,28280,30094,29381,29976,22117,28041
00:10:00,20584,N,23156,N,N,N,27951,23899,23682,24186,25954,27009,29446,27274,28499,N,22242,23763,23758,27420,30205,28327,28603,20694,25790,25052,25984,27842,30052,28450,29417,N,23886,25389,26770,27656,N,28858,N,N,27833,28058,N,29748,29080,N,N,23779,25762,28276,30103,29367,29971,22109,28052
00:10:00,20611,N,23169,N,30017,N,27947,23898,23696,24190,25934,27007,29443,27269,28487,N,22238,23759,23758,27436,30199,28325,28598,20703,25784,25069,25985,27845,30053,28446,29418,N,23881,25388,26770,27638,N,28868,N,N,27833,28047,N,29744,29091,N,N,23778,25762,28274,30119,29377,29989,22114,28054
00:10:00,20538,N,23135,N,30015,N,27943,23909,23701,24177,25931,27002,29452,27266,28503,N,22236,23764,23756,27429,30208,28318,28598,20714,25788,25067,N,27840,30052,28461,29414,N,23879,25393,26770,27659,N,28860,N,22081,27833,28035,N,29740,29086,N,N,23773,25762,28268,30104,29360,29974,22111,28049
00:10:00,20524,N,N,N,30015,N,27942,23921,23681,24199,25794,27011,29446,27266,28510,N,22247,23782,23752,27431,30177,28308,28597,20688,N,25035,25967,27835,30051,28453,29392,N,23876,N,26770,27645,N,28837,N,N,27833,28060,N,29745,29090,N,N,23764,25762,28264,30121,29411,29979,22109,28051
00:10:00,20501,N,23136,N,30010,N,27943,23905,23676,24155,25895,27002,29444,27271,28497,N,22244,23769,23755,27423,30202,28311,28592,20654,25771,25067,25978,27822,30050,28445,29420,N,23878,25391,26770,27637,N,28836,N,22084,27833,28053,N,29738,29070,N,N,23762,25762,28253,30112,29417,29982,22104,28049
00:10:00,20503,N,23134,N,29997,N,27943,23907,23666,24166,25919,27028,29430,27266,28500,N,22244,23772,23754,27426,30194,28310,28583,20673,25785,25045,25977,27825,30049,28458,29406,N,23869,25388,26770,27632,N,28855,N,N,27833,28053,N,29742,29083,N,N,23765,25762,28246,30092,29417,29976,22101,28049
00:10:00,20493,N,23121,N,29996,N,27939,23934,23664,24157,25929,27017,29446,27271,28506,N,22239,23780,23750,27418,30196,28314,28583,20684,25785,25031,25972,27821,30042,28444,29400,N,23867,25394,26770,27642,N,28841,N,N,27833,28057,N,29743,29063,N,N,23767,25762,28255,30108,29402,29961,22105,28049
00:10:00,20470,N,23103,N,29989,N,27933,23890,23642,24155,25861,27017,29445,27264,28497,N,22248,23782,23746,27418,30196,28309,28588,20671,25780,25032,25968,27824,30034,28445,29404,N,23862,25383,26770,27647,N,28849,N,N,27833,28027,N,29740,29088,N,N,23765,25762,28263,30115,29419,29972,22099,28055
00:10:00,20473,N,23123,N,29983,N,27934,23879,23617,24197,25806,27030,29424,27268,28500,N,22248,23780,23741,27410,30183,28313,28580,20726,25766,25028,N,27822,30034,28451,29385,N,23860,25378,26770,27627,N,28846,N,N,27833,28048,N,29736,29080,N,N,23765,25762,28256,30131,29440,29971,22097,28049
00:10:00,20482,N,N,N,29986,N,27933,23881,23579,24177,25803,27041,29426,27270,28506,N,22236,23804,23737,27410,30185,28303,28581,20696,N,24969,N,27817,30035,28445,29395,N,23856,N,26770,27636,N,28843,N,N,27833,28006,N,29722,29076,N,N,23750,25762,28250,30109,29416,29970,22106,28057
00:10:00,20467,N,23115,N,29987,N,27934,23898,23569,24194,25791,27028,29403,27261,28498,N,22199,23786,23738,27422,30185,28309,28584,20678,25770,25040,25966,27824,30033,28430,29400,N,23852,25382,26770,27628,N,28846,N,N,27833,28031,N,29699,29080,N,N,23758,25762,28253,30116,29427,29964,22100,28052
00:10:00,20480,N,23108,N,29986,N,27929,23877,23597,24194,25781,27044,29413,27269,28488,N,22217,23790,23735,27407,30185,28311,28581,20662,25777,25015,25964,27817,30031,28445,29402,N,23844,25383,26770,27618,N,28854,N,N,27833,28040,N,29729,29083,N,N,23755,25762,28252,30098,29405,29959,22104,28042
00:10:00,20473,N,23127,N,29983,N,27915,23857,23557,24178,25785,27039,29410,27266,28498,N,22208,23795,23739,27406,30191,28304,28585,20620,25775,25012,25968,27810,30014,28431,29390,N,23841,25378,26770,27601,N,28858,N,22061,27833,28024,N,29710,29088,N,N,23752,25762,28256,30094,29414,29960,22105,28056
00:10:00,20424,N,23067,N,29967,N,27934,23812,23527,24183,25797,27036,29417,27267,28482,N,22201,23796,23739,27419,30174,28309,28587,20704,25778,25002,25967,27801,30000,28440,29403,N,23846,25379,26770,27614,N,28853,N,N,27833,28040,N,29718,29078,N,N,23756,25762,28252,30112,29417,29955,22098,28056
00:10:00,20368,N,23098,N,29955,N,27928,23845,23426,24173,25790,27041,29411,27257,28488,N,22197,23803,23738,27400,30183,28292,28584,20742,25772,24976,25964,27808,29983,28421,29401,N,23850,25380,26761,27619,N,28859,N,N,27843,28043,N,29733,29087,N,N,23754,25758,28252,30103,29429,29956,22102,28054
00:10:00,20354,N,N,N,29946,N,27915,23844,23433,24165,25808,27045,29397,27257,28497,N,22186,23821,23732,27407,30190,28292,28583,20726,25770,24962,N,27792,29998,28436,29374,N,23846,N,26767,N,N,28847,N,N,27841,28046,N,29739,29076,N,N,23757,25758,28253,30090,29428,29965,22102,28049
00:10:00,20298,N,23097,N,29949,N,27924,23862,23447,24168,25777,27042,29396,27267,28503,N,22163,23812,23731,27407,30184,28292,28584,20729,25767,24961,25957,27790,29990,28431,29386,N,23848,25391,26762,N,N,28843,N,22047,27838,28010,N,29728,29085,N,N,23753,25758,28255,30099,29426,29962,22102,28052
00:10:00,20303,N,23080,N,29948,N,27924,23881,23460,24169,25749,27029,29416,27269,28492,N,22175,23810,23734,27398,30186,28292,28587,20718,25776,24961,25952,27799,29978,28424,29383,N,23845,25388,26756,27609,N,28839,N,N,27844,28033,N,29731,29079,N,N,23752,25758,28257,30099,29434,29965,22102,28063
00:10:00,20274,N,23049,N,29941,N,27918,23892,23480,24184,25757,27025,29387,27259,28499,N,22163,23815,23731,27400,30191,28292,28587,20692,25774,24962,25945,27793,30005,28432,29374,N,23849,25386,26757,27605,N,28845,N,N,27818,N,N,29732,29086,N,N,23755,25758,28247,30110,29438,29962,22102,28057
00:10:00,20274,N,23024,N,29940,N,27918,23867,23482,24183,25774,27035,29389,27263,28495,N,22153,23809,23736,27391,30180,28292,28574,20717,25771,24968,25940,27780,29984,28428,29383,N,23847,25386,26749,27625,N,28854,N,N,27800,28015,N,29738,29085,N,N,23755,25758,28247,30095,29433,29952,22102,28062
00:10:00,20269,N,23022,N,29919,N,27905,23886,23517,24176,25761,27033,29390,27252,28494,N,22142,23817,23743,27396,30193,28292,28580,20721,N,24965,25941,27795,30002,28427,29399,N,23845,25378,26757,27607,N,28860,N,N,27813,28035,N,29729,29072,N,N,23750,25758,28254,30110,29435,29941,22102,28051
00:10:00,20266,N,N,N,29925,N,N,23829,23532,24294,25728,N,29399,27258,28495,N,22140,23842,23750,27409,30182,28292,28571,20716,25770,24959,N,N,30008,28415,29379,N,23844,N,26752,27607,N,28833,N,N,27842,28026,N,29735,29102,N,N,23748,25758,28256,30116,29440,29946,22102,28058
00:10:00,20240,N,23009,N,29914,N,27912,23859,23544,24205,25797,N,29403,27253,28500,N,22141,23824,23747,27398,30189,28292,28581,20729,25758,24958,25941,N,29997,28422,29381,N,23846,25373,26758,27609,N,28840,N,N,27839,28023,N,29719,29079,N,N,23748,25758,28250,30120,29454,29953,22102,28054
00:10:00,20183,N,23015,N,29863,N,27914,23848,23539,24224,25832,N,29397,27257,28507,N,22138,23823,23753,27398,30189,28292,28563,20748,25764,24951,25939,N,29995,28440,29370,N,23841,25366,26752,27610,N,28838,N,N,27845,28033,N,29727,29085,N,N,23748,25758,28243,30109,29454,29951,22102,28052
00:10:00,20180,N,23034,N,29894,N,27914,23826,23550,24252,25799,N,29382,27257,28490,N,22126,23828,23748,27397,30181,28292,28581,20707,25767,24955,25934,N,29999,28438,29374,N,23841,25370,26755,27600,N,28848,N,N,27845,28026,N,29720,29081,N,N,23748,25758,28251,30124,29441,29954,22102,28054
00:10:00,20180,N,22937,N,29884,N,27913,23838,23555,24246,25804,N,29391,27256,28501,N,22131,23833,23771,27385,30192,28292,28568,20695,25766,24959,25935,N,30007,28435,29371,N,23836,25379,26749,27601,N,28837,N,N,27845,28027,N,29736,29075,N,N,23746,25758,28233,30115,29437,29954,22102,28058
00:10:00,20160,N,22927,N,29868,N,27908,23791,23562,24265,25794,N,29390,27264,28483,N,22117,23839,23767,27398,30189,28292,28567,20749,N,24958,25928,N,29992,28415,29383,N,23833,25380,26753,27587,N,28835,N,N,27844,28023,N,29731,29081,N,N,23741,25758,28232,30120,29430,29946,22102,28059
00:10:00,20125,N,N,N,29868,N,27906,23763,23564,24296,25756,27011,29388,27257,28502,N,22119,23866,23784,27397,30206,28292,28569,20726,N,24896,N,27768,29996,28433,29364,N,23831,N,26749,27588,N,28816,N,N,27847,28019,N,29727,29074,N,N,23746,25758,28228,30117,29398,29945,22102,28046
00:10:00,20140,N,22938,N,29877,N,27911,23809,23560,24303,25683,27007,29398,27253,28495,N,22100,23843,23789,27395,30206,28292,28573,20716,25765,24945,25922,27769,29978,28433,29363,N,23826,25382,26744,27592,N,28825,N,N,27840,28022,N,29731,29072,N,N,23744,25758,28233,30124,29431,29949,22102,28056
00:10:00,20118,N,22996,N,29867,N,27904,23840,23585,24300,25698,27020,29395,27253,28508,N,22119,23851,23792,27386,30210,28292,28578,20718,25760,24934,25912,27763,29992,28429,29379,N,23823,25378,26745,27589,N,28837,N,N,27841,28027,N,29732,29081,N,N,23742,25758,28220,30155,29435,29940,22102,28051
00:10:00,20098,N,23029,N,29869,N,27911,23845,23618,24302,25703,27006,29386,27251,28492,N,22108,23856,23799,27395,30197,28292,28560,20730,25761,24915,25906,27767,29995,28437,29374,N,23820,25376,26740,27574,N,28835,N,N,27847,28014,N,29724,29081,N,N,23742,25758,28222,30146,29417,29942,22102,28051
00:10:00,20110,N,22988,N,29861,N,27899,23803,23629,24309,25683,27008,29377,27249,28496,N,22106,23856,23806,27394,30208,28292,28570,20732,25769,24892,25908,27762,29983,28426,29357,N,23817,25379,N,27582,N,28829,N,N,27843,27997,N,29733,29088,N,N,23736,25758,28225,30152,29413,29942,22102,28052
00:10:00,20083,N,23044,N,29862,N,27905,23765,23600,24310,25723,27011,29386,27241,28506,N,22113,23868,23802,27389,30206,28292,28568,20749,25765,24886,25904,27749,29999,28417,29364,N,23821,25376,N,27576,N,28826,N,N,27843,28044,N,29734,29070,N,N,23736,25758,28224,30169,29412,29949,22102,28050
00:10:00,20024,N,N,N,29863,N,27896,23812,23588,24278,25614,26997,29376,27246,28498,N,22090,23884,23810,27402,30199,28292,28562,20735,25762,24871,25885,27750,29994,28435,29358,N,23817,N,26739,27590,N,28803,N,N,27853,28029,N,29726,29083,N,N,23733,25758,28223,30162,29376,29947,22102,28033
00:10:00,20006,N,23027,N,29857,N,27892,23790,23580,24301,25725,27013,29372,27258,28504,N,22079,23870,23824,27387,30210,28293,28571,20725,25754,24901,25899,27754,29983,28440,29372,N,23817,25378,26729,27583,N,28828,N,N,27846,28038,N,29727,29076,N,N,23730,25756,28220,30175,29397,29939,22101,28055
00:10:00,19990,N,23040,N,29856,N,27895,23784,23573,24284,25633,27008,29352,27248,28498,N,22062,23866,23833,27388,30203,28288,28571,20745,25768,24885,25892,27757,29990,28419,29373,N,23819,25371,26729,N,N,28818,N,N,27844,28019,N,29740,29088,N,N,23731,25758,28222,30172,29384,29939,22102,28049
00:10:00,19966,N,22982,N,29845,N,27889,23766,23549,24297,25640,26998,29355,27246,28508,N,22097,23882,23834,27375,30211,28277,28571,20733,25763,24875,25886,27756,29990,28427,29358,N,23819,25366,26729,27568,N,28813,N,N,27849,28027,N,29722,29099,N,N,23732,25757,28217,30162,N,29939,22104,28038
00:10:00,19939,N,22973,N,29860,N,27885,23758,23543,24278,25662,27008,29297,27253,28515,N,22090,23881,23837,27386,30201,28283,28571,20732,25771,24875,25886,27745,29995,28434,29366,N,23824,25377,26729,27575,N,28811,N,N,27853,28025,N,29726,29091,N,N,23733,25757,28219,30160,29378,29939,22098,28042
